"city_code","workingHours_less14h","workingHours_15to39h","workingHours_40to44h","workingHours_45to48h","workingHours_49hplus","working_hours.avg"
2101509,12.66,22.54,51.28,4.64,8.89,35.9095
2101608,13.17,27.77,37.14,8.05,13.88,35.48495
2101707,16.37,29.09,28.1,10.61,15.82,34.63355
2101731,19.76,40.2,31.66,6.37,2.01,30.86455
2101772,4.62,31.66,50.13,5.69,7.92,36.77625
2101806,4.37,27.9,56.97,0.95,9.82,37.32575
2101905,18.15,42.22,20.77,13.23,5.63,31.57445
2101939,3.46,50.73,42.91,1.83,1.07,33.57895
2101970,4.51,24.73,53.27,6.39,11.1,38.09225
2102002,12.2,23.54,39.92,9.86,14.48,36.5103
2102036,15.36,10.08,47.27,9.7,17.59,37.855
2102077,10.16,51.05,28.57,4.41,5.8,32.09795
2102101,13.63,27.59,38.59,13,7.19,35.1334
2102150,4.5,50.4,33.95,6.52,4.63,33.7975
2102200,8.3,29.44,44.38,6.62,11.25,36.3412
2102309,10.7,27.37,31.57,16.51,13.86,36.61585
2102325,9.08,19.29,42.07,9.93,19.64,38.38995
2102358,9.49,22.46,46.76,8.82,12.47,37.2436
2102374,10.31,63.07,16.15,2.28,8.19,30.3286
2102408,14.33,48.08,17.57,7.81,12.22,31.98665
2102507,18.48,53.58,20.93,3.82,3.19,29.1838
2102556,3.84,14.32,44.84,22.05,14.94,40.81065
2102606,6.19,29.48,41.32,9.56,13.44,37.2116
2102705,14.93,25.89,44.78,6.16,8.24,34.7901
2102754,25.05,20.65,46.5,4.05,3.75,32.33325
2102804,21.75,21.31,32.44,11.27,13.23,34.14675
2102903,11.27,35.56,18.09,15.33,19.75,35.58275
2103000,10.1,26.35,39.63,8.62,15.31,36.6833
2103109,12.14,37.71,35.42,7.35,7.37,33.78675
2103125,16.89,26.49,51.01,3.73,1.87,33.59185
2103158,7.44,25.08,50.56,8.34,8.59,37.1356
2103174,10.28,18.62,44.41,13.26,13.44,37.8703
2103208,10.78,28.57,44.23,8.9,7.51,35.6181
2103257,10.55,20.59,33.27,12.87,22.72,38.12705
2103307,11.75,22.16,35.87,14.56,15.66,37.1374
2103406,8.9,20.58,39.73,13.77,17.03,38.23695
2103505,6.52,27.55,37.89,13.68,14.36,37.6627
2103554,13.02,36.85,18.68,6.99,24.45,34.84875
2103604,12.29,26.34,34.04,12.74,14.6,36.2073
2103703,13.89,32.22,28.24,10.62,15.02,34.8029
2103752,8.22,25.82,37.96,10.21,17.79,37.53015
2103802,19.05,25.98,39.68,7.1,8.19,33.6618
2103901,10.23,26.18,37.83,16.87,8.9,36.59495
2104008,16.58,43.61,24.1,8.36,7.35,31.7068
2104057,4.15,14.97,41.45,14.72,24.71,40.9846
2104073,2.69,39.52,44.72,3.5,9.57,36.1462
2104081,3.08,34.18,56.73,0.71,5.31,36.41845
2104099,14.11,37.86,36.07,7.39,4.58,33.02755
2104107,16.13,16.48,32.64,12.5,22.25,37.1316
2104206,16.24,37.95,30.5,8.2,7.11,32.627
2104305,9.21,34.92,17.74,12.62,25.52,36.5417
2104404,14.85,34.13,31.04,7.09,12.89,33.94385
2104503,6.94,27.91,37.52,12.39,15.24,37.49465
2104552,10.41,21.17,35.02,19.21,14.19,37.76745
2104602,7.35,42.86,38.85,4.16,6.78,34.1748
2104628,11.77,50.42,24.11,5.92,7.78,31.9524
2104651,4.33,33.79,57.95,1.12,2.82,35.9711
2104677,10.64,19,46.08,6.54,17.75,37.7118
2104701,18.28,27.95,30.28,9.91,13.58,34.08565
2104800,8.64,23.99,40.8,11.07,15.49,37.56055
2104909,14.65,39.89,29.42,6.26,9.78,32.8808
2105005,26.16,17.75,29.86,18.03,8.2,33.39805
2105104,12.63,41.72,20.48,11.06,14.11,33.691
2105153,10.89,31.51,35.26,10.04,12.3,35.5371
2105203,10.57,39.02,21.93,7.32,21.16,34.998
2105302,5.88,17.43,47.74,14.53,14.42,39.40235
2105351,14.45,28.59,43.24,6.64,7.08,34.4599
2105401,12.84,25.53,39.44,11.23,10.96,35.84785
2105427,13.86,14.22,38.08,18.15,15.69,37.90125
2105450,5.18,25.26,53.43,9.11,7.01,37.65705
2105476,11.72,31.32,51.02,3.33,2.61,34.35295
2105500,15.49,20.71,41.65,10,12.15,35.8568
2105609,6.82,22.26,44.14,4.79,21.99,38.50625
2105658,5.88,28.29,52.38,4.66,8.78,36.9302
2105708,10.26,25.65,38.24,10.75,15.1,36.82045
2105807,22.65,33.18,38.18,2.35,3.64,31.04155
2105906,8.44,43.79,36.78,4.62,6.38,33.727
2105922,6.61,26.54,57.1,4.03,5.71,36.74505
2105948,4.51,31.71,55.62,5.04,3.12,36.4259
2105963,18.11,21.1,45.82,6.43,8.54,34.65135
2105989,9.14,30.32,38.44,7.9,14.2,36.2423
2106003,8.94,21.19,46.91,8.95,14,37.69685
2106102,4.58,32.35,58.19,2.53,2.35,36.14345
2106201,6.52,36.8,31.9,16.82,7.96,35.9685
2106300,6.7,36.72,38.98,3.51,14.09,35.76025
2106326,7.16,23.29,24.42,24.86,20.27,39.0393
2106359,6.76,24,40.06,4.94,24.24,38.4263
2106375,3.63,37.17,38.82,6.98,13.4,36.6602
2106409,22.86,39.66,25.2,7.47,4.82,30.32795
2106508,24.58,35.24,19.15,14.44,6.58,30.9378
2106607,9.1,34.38,42.03,5.88,8.61,35.1623
2106631,20,28.37,29.57,5.7,16.36,33.5462
2106672,5.8,30.74,48.73,11.27,3.45,36.50945
2106706,9.54,34.15,40.41,4.51,11.39,35.20655
2106755,5.55,21.31,42.77,18.64,11.72,38.9045
2106805,6.99,27.06,45.2,15.05,5.71,37.06495
2106904,12.6,30.2,29.93,10.06,17.21,35.5994
2107001,12.32,29.44,45.84,6.02,6.37,34.847
2107100,3.16,40.01,35.9,10.96,9.98,36.3097
2107209,19.73,29.22,32.8,5.51,12.74,33.23235
2107258,7.92,32.15,49.55,3.57,6.8,35.59235
2107308,5.56,36.55,53.49,2.38,2.02,35.2092
2107357,7.9,27.59,36.93,16.05,11.53,37.17885
2107407,13.73,36.99,38.08,6.79,4.41,33.22135
2107456,20.42,35.62,22.91,11.15,9.91,32.13905
2107506,16.23,18.87,41.33,9.84,13.74,36.0339
2107605,16.92,33.26,33.97,7.49,8.35,33.19075
2107704,11.86,21.46,37.42,15.62,13.64,37.1179
2107803,5.28,40.81,45.99,4.48,3.44,34.8425
2107902,7.74,26.21,41.94,13.98,10.14,37.2444
2108009,12.38,27.14,44.18,9.01,7.3,35.38325
2108058,11.97,40.44,17.82,4.31,25.46,34.55855
2108108,4.71,25.05,34.15,20.6,15.49,38.935
2108207,16.42,21.89,31.72,12.89,17.07,35.88965
2108256,7.47,25.48,50.16,10.96,5.92,36.9898
2108306,9.55,32.34,41.06,8.68,8.37,35.4515
2108405,5.45,37.87,45.45,7.24,3.99,35.3986
2108454,14.58,17.74,27.15,15.85,24.67,37.69255
2108504,8.87,34.38,26.76,11.2,18.79,36.1787
2108603,10.74,29.17,33.04,14.21,12.84,36.15555
2108702,12.7,36.35,32.87,7.9,10.18,34.0596
2108801,7.61,23.01,48.45,13.58,7.34,37.5384
2108900,19.27,34.02,29.09,11.62,5.99,32.4394
2109007,7.54,24.28,34.84,12.48,20.86,38.2686
2109056,6.79,54.3,22,5.29,11.61,33.00035
2109106,5.46,19.25,42.63,19.2,13.46,39.3899
2109205,10.84,31.15,49.06,2.01,6.95,34.87345
2109239,11.47,21.02,56.56,6.79,4.17,36.23705
2109270,19.86,22.17,53.33,2.63,2.01,33.37275
2109304,10.18,29.86,40.08,2.32,17.56,36.0042
2109403,23.54,37.86,20.82,1.63,16.15,30.93365
2109452,7.91,25.04,38.51,13.53,15,37.68385
2109502,29.31,21.19,32.44,5.78,11.28,31.6644
2109551,4.67,18.28,32.45,26.23,18.37,40.41665
2109601,14.4,25.28,37.86,9.23,13.23,35.51745
2109700,5.17,17.46,47.32,27.63,2.41,39.34125
2109759,5.89,54.68,35.97,1.36,2.1,32.357
2109809,17.68,34.13,30.43,8.47,9.29,32.96155
2109908,7.13,21.54,35.06,16.15,20.12,38.90775
2110005,10.1,22.81,47.4,8.75,10.94,36.91005
2110039,14.65,23.5,41.67,9.78,10.4,35.5411
2110104,15.84,35.01,25.78,13.77,9.6,33.60495
2110203,10.41,30.6,40.83,11.83,6.33,35.47065
2110237,17.32,40.56,35.21,3.42,3.49,31.4646
2110278,17.59,38.03,28.65,5.61,10.13,32.33605
2110302,6.01,35.43,39.49,9.66,9.41,36.0961
2110401,19.33,34.73,32.89,7.09,5.96,32.11435
2110500,22.59,24.84,24.11,15.61,12.85,33.55075
2110609,26.99,22.86,31.39,9.17,9.59,32.09775
2110658,4.41,22.18,47.89,12.77,12.75,38.90535
2110708,12.25,29.59,40.12,10.67,7.37,35.12755
2110807,5.92,35.62,50.05,4.91,3.51,35.47025
2110856,9.64,21.92,29.31,25.49,13.63,38.10975
2110906,14.01,28.99,40.82,8.68,7.5,34.6443
2111003,15.79,55.18,17.51,4.64,6.87,29.9873
2111029,17.96,25.12,41.49,8.31,7.12,34.07555
2111052,5.4,30.71,38.63,12.48,12.77,37.3328
2111078,8.29,35.28,42.09,9.34,4.98,35.1473
2111102,8.63,24.37,31.86,12.55,22.59,38.07415
2111201,10.72,18.43,38.78,16.95,15.11,38.05015
2111250,3.9,20.36,44.82,22.1,8.81,39.461
2111300,11.77,20.77,41.43,11.01,15.03,37.14065
2111409,12.51,36.93,42.61,3.27,4.68,33.43245
2111508,13.07,24.69,39.47,9.26,13.51,35.9993
2111532,12.16,20.92,24.83,11.91,30.19,38.11065
2111573,3.69,30.88,33.21,25.01,7.21,37.96495
2111607,3.89,17.71,46.43,14.84,17.13,40.1212
2111631,8.24,27.6,56.97,1.65,5.54,36.01485
2111672,13.05,50.32,26.27,5.51,4.86,31.39035
2111706,16.11,31.41,31.41,13.29,7.78,33.92035
2111722,21.64,40.65,30.04,4.71,2.97,30.26735
2111748,15.57,27.1,33.25,7.21,16.87,35.08075
2111763,4.98,21.74,54.24,7.52,11.52,38.4894
2111789,16.2,24.83,25.74,13.61,19.62,35.72535
2111805,13.97,30.19,37.5,10.44,7.9,34.5827
2111904,6.74,31.98,40.42,11.26,9.6,36.4945
2111953,6.13,22.5,52.74,8.09,10.53,38.00555
2112001,1.54,27.38,52.04,13.2,5.84,38.4646
2112100,15.42,20.74,35.66,7.07,21.12,36.37215
2112209,11.21,22.17,37.43,12.8,16.38,37.2541
2112233,17.25,19.07,36.57,15.28,11.83,35.8252
2112274,7.05,31.4,40.18,16.34,5.03,36.4034
2112308,22.54,23.13,37.65,9.97,6.71,33.13765
2112407,15.81,25.17,28.78,13.57,16.66,35.57035
2112456,16.28,23.55,34.7,13.53,11.94,35.35375
2112506,18.64,34.56,23.94,7.72,15.14,33.004
2112605,14.39,24.8,41.11,7.52,12.17,35.4369
2112704,27.13,32.95,25.24,6.03,8.65,30.33795
2112803,17.15,30.49,24.35,16.43,11.57,34.16955
2112852,6.5,19.34,57.59,6.05,10.51,38.28275
2112902,16.43,31.52,24.81,14.48,12.77,34.2213
2113009,18.95,35.18,27.27,5.95,12.66,32.57515
2114007,9.07,30.95,39.75,9.23,11,36.00325
2200053,8.62,37.69,40.87,9.55,3.27,34.59155
2200103,28.36,28.89,24.62,7.9,10.23,30.7973
2200202,6.34,24.41,44.16,13.11,11.98,37.99185
2200251,5.44,34.48,51.87,3.21,4.99,35.79435
2200277,5.45,28.94,52.71,2.11,10.79,36.98325
2200301,4.51,44.57,34.63,7.93,8.36,34.99375
2200400,12.22,24.04,44.43,8.87,10.44,36.10235
2200459,6.01,31.18,44.41,6.31,12.09,36.77045
2200509,13.85,26.6,38.8,5.13,15.62,35.45625
2200608,12.27,24.46,36.71,12.06,14.5,36.4531
2200707,7.34,33.08,39.76,11.23,8.6,36.09435
2200806,7.68,24.3,52.93,5.59,9.51,37.12605
2200905,11.81,26.35,47.24,4.64,9.95,35.6418
2200954,10.55,35.06,48.59,4.59,1.21,34.07825
2201002,3.37,32.7,56.1,1.93,5.9,36.65125
2201051,20.7,30.57,37.94,6.34,4.44,32.2104
2201101,9.7,25.42,48.05,8.14,8.68,36.4407
2201150,5.96,28.75,55,5.43,4.85,36.59835
2201176,8.13,20.55,59.86,3.37,8.09,37.35905
2201200,12.32,30.05,35.13,13.15,9.36,35.29405
2201309,3.14,42.64,51.42,1.89,0.91,34.87355
2201408,3.68,17.35,50.26,12.09,16.63,40.07945
2201507,15.62,26.88,42.72,5.99,8.79,34.47925
2201556,6.51,23.3,62.24,3.82,4.13,37.1432
2201572,15.07,27.95,47.53,3.31,6.13,34.16175
2201606,12.37,29.46,49.56,5.72,2.88,34.5722
2201705,11.46,22.57,45.8,3.86,16.3,36.7162
2201739,6.59,31.66,50.63,6.31,4.8,36.02155
2201770,7.45,28.37,52.07,4.5,7.61,36.3937
2201804,12.55,36.37,39.19,4.31,7.58,33.75505
2201903,4.48,18.16,51.05,12.53,13.78,39.55005
2201919,4.85,36.51,49.35,5.02,4.27,35.6903
2201929,15.55,33.97,39.31,7.07,4.09,33.15075
2201945,8.02,26.35,56.29,3.25,6.09,36.37445
2201960,9.38,28.39,45.15,8.25,8.82,36.09955
2201988,2.99,32.91,61.27,0.57,2.25,36.40525
2202000,8.51,23.91,33.22,19,15.36,37.9609
2202026,5.76,27.39,58.97,2.62,5.27,36.7697
2202059,15.66,30.56,42.59,3.25,7.95,33.73815
2202075,7.85,21.49,49.12,4.68,16.86,37.9693
2202083,7.07,34.85,36.22,6.28,15.57,36.1612
2202091,11.9,35.8,48.84,1.52,1.94,33.5022
2202109,11.62,47.52,30.06,4.25,6.55,32.26815
2202117,7.47,23.92,59.81,4.75,4.05,36.81765
2202133,6.95,33.7,44.83,2.98,11.54,35.9409
2202174,7.45,39.21,47.9,2.23,3.21,34.35755
2202208,10.17,22.49,38.82,14.47,14.04,37.40865
2202251,14.74,21.33,50.6,4.61,8.72,35.49115
2202307,10.41,23.15,52.68,5.81,7.96,36.43555
2202406,13.25,29.34,48.38,1.97,7.06,34.47185
2202455,6.22,28.59,49.16,15.32,0.71,36.709
2202505,6.59,27.73,55.59,5.29,4.8,36.56935
2202539,11.83,28.32,43.64,2.23,13.98,35.51855
2202554,8.23,31.04,47.66,8.66,4.41,35.738
2202604,6.83,24.08,44.92,15.47,8.69,37.77585
2202653,4.88,32.38,56.17,2.41,4.15,36.17135
2202703,12.8,33.41,29.31,10.99,13.49,34.84335
2202711,15.36,20.15,44.15,6.09,14.24,35.94335
2202729,10.44,44.22,32.6,6.78,5.97,33.171
2202737,6.38,31.13,54.63,4.83,3.04,35.97845
2202752,9.55,25.47,37.35,10.38,17.26,37.185
2202778,6.82,26.25,50.06,5.89,10.98,37.18655
2202802,7.65,25.44,60.21,2.05,4.65,36.45975
2202851,3.54,23.38,56.38,7.44,9.26,38.4848
2202901,9.04,29.42,40.57,9.23,11.75,36.29785
2203008,6.48,28.51,38.71,10.92,15.39,37.482
2203107,9.16,27.48,38.96,10.4,14,36.7612
2203206,11.82,30.51,39.41,8.62,9.64,35.1766
2203230,6.21,29.16,45.45,11.36,7.82,36.9458
2203255,9.68,31.66,53.99,2.25,2.42,34.81125
2203271,6.01,39.93,41.22,4.9,7.94,35.104
2203305,7.83,26.09,36.02,11.94,18.13,37.7047
2203354,7.67,55.79,32.17,1.19,3.18,31.76005
2203404,13.13,17.4,50.61,10.85,8.01,36.76255
2203420,7.25,29.45,50.73,6.3,6.28,36.2798
2203453,15.29,36.98,40.33,5.17,2.22,32.55565
2203503,5.89,29.65,49.79,8.33,6.34,36.72195
2203602,3.57,23.28,62.75,3.63,6.77,38.14565
2203701,7.53,27.59,36.04,14.86,13.97,37.3955
2203750,29.96,35.65,30,3.12,1.28,28.4979
2203800,7.46,28.41,30.58,7.44,26.11,37.8122
2203859,18.47,22.39,48.33,2.08,8.73,34.1746
2203909,7.67,18.98,45.41,13.52,14.43,38.6281
2204006,4.32,16.73,74.4,3.04,1.51,38.5234
2204105,9.68,18.5,58.52,5.44,7.86,37.3096
2204154,9.99,29.31,39.71,13.04,7.96,35.9545
2204204,7.81,43.13,37.29,6.37,5.41,34.01325
2204303,7.11,36.15,40.71,5.53,10.52,35.58035
2204352,12.01,28.9,43.22,8.29,7.58,35.20585
2204402,14.4,28.03,49.53,3.15,4.88,34.24265
2204501,4.48,19.19,42.33,20.47,13.53,39.73535
2204550,13.76,35.45,38.21,7.49,5.1,33.52795
2204600,5.32,38.25,51.26,3.59,1.57,35.04015
2204659,5.63,29.15,34.05,10.57,20.6,37.96875
2204709,8.36,25.56,40.44,14.99,10.65,37.24525
2204808,10.5,20.18,52.88,6.35,10.09,37.02505
2204907,15.07,29.54,50.74,2.21,2.44,33.61965
2205003,19.69,33.43,35.94,3.97,6.97,32.13885
2205102,5.18,19.45,57.03,5.14,13.19,38.7825
2205151,9.44,37.65,36.65,7.91,8.36,34.65465
2205201,6.59,23.07,57.44,6.11,6.79,37.44455
2205250,13.18,28.09,51.19,4.07,3.46,34.51725
2205276,3.81,58.97,35.2,0.92,1.1,32.2061
2205300,4.12,19.93,58.46,8.37,9.13,38.87685
2205359,14.77,28.35,42.89,10.44,3.56,34.3351
2205409,15,25.67,40.47,9.26,9.61,35.0431
2205458,11.05,27.84,46.63,8.55,5.93,35.52985
2205508,13.74,24.51,38.88,12.32,10.55,35.7692
2205516,10.41,31.06,38.71,9.17,10.65,35.58435
2205524,16,42.62,35.76,2.66,2.96,31.4539
2205532,6.52,38.62,52.51,1.8,0.54,34.496
2205540,5.85,36.35,51.8,2.63,3.37,35.26375
2205557,10.63,36.86,34.47,7.15,10.89,34.57865
2205565,2.91,29.91,66.1,0,1.08,36.7743
2205573,7.37,32.88,33.18,17.94,8.64,36.4207
2205581,4.28,31.26,49.97,6.59,7.9,36.96215
2205599,16.44,21.56,53.92,4.61,3.46,34.60825
2205607,4.63,25.18,56.97,1.79,11.42,37.80235
2205706,13.07,23.33,31.59,8.24,23.77,36.8756
2205805,25.14,30.65,35.51,5.01,3.69,30.84705
2205854,7.42,32.81,52.47,3.75,3.56,35.42305
2205904,5.51,26.37,55.12,4.86,8.14,37.2902
2205953,5.85,25.33,34.76,11.55,22.5,38.65305
2206001,3.85,23.33,53.15,7.48,12.19,38.6124
2206050,25.15,29.15,32.1,4.03,9.58,31.44165
2206100,4.69,29.1,49.57,10.76,5.88,37.2176
2206209,12.18,23.47,42.13,13.42,8.8,36.289
2206308,8.61,32.62,25.75,11.87,21.14,36.70595
2206357,14.31,33.92,30.03,10.94,10.8,34.1535
2206407,18.16,19.52,40.76,7.54,14.02,35.3079
2206506,6.92,33.4,49.58,4.93,5.18,35.64105
2206605,22.75,31.73,38.32,3.33,3.86,31.28635
2206654,13.34,22.92,61.5,1.83,0.41,34.93785
2206670,23.47,23.98,39.73,4.85,7.97,32.60755
2206696,7.28,36.02,51.13,3.7,1.88,34.8609
2206704,7.92,21.77,60.17,2.58,7.56,37.1622
2206720,19.98,18.67,28.4,14.44,18.52,35.5555
2206753,7.63,32.56,30.32,10.47,19.02,36.78215
2206803,4.6,37.16,53.95,1.84,2.45,35.3923
2206902,5.98,42.2,36.93,11.23,3.65,34.75225
2206951,10.89,17.01,65.52,4.19,2.39,36.75515
2207009,9.96,28.82,42.18,6.61,12.42,36.05085
2207108,10.05,53.7,24.34,7.84,4.07,31.7687
2207207,10.61,26.24,37.31,13.8,12.04,36.557
2207306,9.42,31.81,47.24,1.38,10.16,35.3684
2207355,6.41,28.21,56.52,6.85,2.01,36.42265
2207405,6.11,17.32,59.77,7.17,9.63,38.68795
2207504,9.21,26.32,49.25,6.06,9.17,36.392
2207553,10.88,33.8,37.79,7.93,9.59,34.90755
2207603,17.77,30.63,40.53,5.22,5.85,33.0743
2207702,7.96,22.69,38.98,12.18,18.19,38.1891
2207751,8.29,22.85,48.78,5.99,14.09,37.50715
2207777,8.34,36.78,40.65,5.61,8.63,35.00855
2207793,14.91,28.26,52.75,0.38,3.7,33.8623
2207801,19.2,24.1,31.28,13.12,12.3,34.4604
2207850,3,51.63,43.49,1.05,0.83,33.52085
2207900,12.68,30.72,40.1,6.59,9.91,34.83185
2207934,6.15,30.34,59.52,2.38,1.62,35.9517
2207959,3.39,9.87,65.69,18.31,2.74,40.58605
2208007,10.35,20.62,45.41,10.14,13.48,37.4089
2208106,9.77,25.71,49.91,9.64,4.97,36.1896
2208205,6.4,29.26,45.5,8.31,10.54,36.93495
2208304,12.59,21.29,46.08,11.16,8.89,36.41
2208403,11.63,19.57,44.3,11.83,12.66,37.22245
2208502,5.47,28.9,50.13,4.16,11.35,37.1193
2208551,2.38,12.66,67.3,3.48,14.18,40.5838
2208601,19.23,20.3,55.38,2.11,2.98,33.87415
2208650,16.86,34.64,33.67,9.52,5.3,32.8784
2208700,12.21,33.69,41.26,3.08,9.76,34.3495
2208809,7.61,21.47,47.92,9.57,13.43,38.01945
2208858,15.69,35.66,41.22,2.72,4.71,32.7099
2208874,12.36,31.84,40.08,9.57,6.15,34.62435
2208908,4.23,17.33,40.05,32.88,5.51,40.0814
2209005,4.93,18.43,54.64,3.61,18.38,39.29995
2209104,3.78,21.09,69.47,1.91,3.75,38.12655
2209153,1.18,22.74,71.32,2.27,2.49,38.53505
2209203,4.63,19.11,37.27,25.26,13.73,39.9349
2209302,10.49,34.39,39.81,9.58,5.73,34.7365
2209351,5.23,25.44,31.76,11.22,26.35,39.069
2209377,6.92,18.15,65.21,6.47,3.25,37.85855
2209401,7.7,50.26,30.82,5.07,6.15,32.96365
2209450,13.37,36.8,28.52,11.9,9.41,33.9306
2209500,10.82,29.55,32.09,9.77,17.77,36.22145
2209559,10.54,28.49,47.2,3.38,10.39,35.6547
2209609,5.82,40.75,32.8,16.76,3.87,35.283
2209658,2.5,46.51,41.03,3.46,6.5,34.9342
2209708,9.36,30.18,50.44,3.39,6.63,35.46885
2209757,17.2,27.17,48.39,1.76,5.48,33.5713
2209807,3.54,30.85,60,2.26,3.35,36.7175
2209856,7.74,36.6,41.44,7.39,6.83,35.15345
2209872,12.4,32.73,35.03,3.96,15.88,34.9083
2209906,8.6,31.13,37.29,7.44,15.54,36.3451
2209955,10.34,19.63,63.88,2.22,3.93,36.5353
2209971,15.84,30.92,35.24,8.01,9.99,33.98655
2210003,7.92,24.34,45.76,14.33,7.64,37.30685
2210052,28.77,21.29,21.3,15.25,13.4,32.37935
2210102,7.15,9.22,73.54,3.86,6.23,39.2248
2210201,17.07,29.77,31.41,5.64,16.11,34.1364
2210300,6.78,27.52,53.12,6.32,6.27,36.7011
2210359,14.77,42.2,33.63,3.3,6.11,32.1148
2210375,11.18,48.5,27.3,8.9,4.12,32.2835
2210383,11.75,36,48.06,1.92,2.26,33.5504
2210391,29.87,34.93,28.06,0.98,6.16,28.8722
2210409,12.82,21.98,55.71,3.7,5.79,35.6852
2210508,21.25,23.75,42.32,3.69,9,33.28775
2210607,7.2,28.33,47.7,7.89,8.88,36.71115
2210623,10.56,49.3,26,4.15,10,32.53915
2210631,6.04,25.58,59.81,1.49,7.08,37.03445
2210656,12.96,20.98,53.86,3.63,8.57,35.98745
2210706,22.42,27.33,32.33,7.99,9.92,32.67265
2210805,6.08,29.57,44.73,11.24,8.38,36.9545
2210904,10.47,32.09,43.31,7.54,6.59,35.0555
2210938,6.9,37.12,47.52,6.73,1.74,34.92885
2210953,3.87,30.46,62.13,0.69,2.85,36.57795
2210979,9.24,22.6,57.83,1.76,8.56,36.697
2211001,9.4,23.04,42,11.39,14.18,37.42135
2211100,17.49,21.98,38.29,11.72,10.53,35.0745
2211209,8.73,20.13,42.69,13.48,14.98,38.1955
2211308,4.38,24.78,52.5,7.29,11.05,38.15815
2211357,8.36,38.56,30.44,6.64,16.01,35.2989
2211407,5.28,16.96,70.78,2.76,4.22,38.3972
2211506,29.31,30.69,27.29,3.9,8.8,29.977
2211605,17.11,39.41,31.83,2.69,8.96,32.04595
2211704,16.67,29.48,42.17,3.76,7.92,33.634
2300101,9.27,27.94,43.37,6.43,12.99,36.41205
2300150,11.53,15.25,36.53,10,26.7,38.8073
2300200,12.78,26.72,29.72,11.43,19.35,36.28245
2300309,13.33,32.95,32.54,9.32,11.86,34.5747
2300408,10.89,29.75,50.26,2.93,6.16,35.04715
2300507,12.49,31.95,29.66,11.67,14.23,35.23155
2300606,6.12,39.22,42.73,4.44,7.48,35.1226
2300705,13.59,16.81,37.65,15.28,16.67,37.5278
2300754,14.74,38.06,25.1,6.26,15.83,33.5494
2300804,19.08,29.08,34.29,6.66,10.89,33.3576
2300903,6.43,30.92,40.43,13.12,9.1,36.789
2301000,6.99,17.91,45.52,13.05,16.52,39.09575
2301109,12.71,20.1,34.57,15.22,17.4,37.3291
2301208,23.52,23.46,27.41,12.71,12.91,33.37525
2301257,8.37,39.76,27.76,13.74,10.37,35.0366
2301307,12.34,24.69,51.85,3.52,7.6,35.5317
2301406,11.47,27.26,39.89,4.76,16.62,36.077
2301505,17.56,37.67,34.91,3.38,6.48,32.0384
2301604,9.08,35.62,39.61,6.73,8.95,35.03975
2301703,17.46,30.64,37.34,7.15,7.41,33.35565
2301802,6.81,38.79,46.87,1.22,6.31,34.7713
2301851,5.02,28.89,51.52,6.63,7.93,37.11015
2301901,7.66,22.89,39.65,13.67,16.13,38.16595
2301950,7.8,17.72,41.16,16.52,16.8,39.0774
2302008,13.78,32.35,25.95,11.8,16.12,34.9485
2302057,11.91,25.42,39.33,7.23,16.11,36.30525
2302107,7.79,21.21,43.69,9.7,17.6,38.3016
2302206,16.84,22.82,34.11,8.48,17.75,35.4859
2302305,16.71,33.33,26.66,10.19,13.1,33.69305
2302404,10.7,32.45,33.28,10.04,13.53,35.5354
2302503,7.09,23.09,40.33,14.48,15.01,38.2536
2302602,9.86,20.75,36.31,11,22.07,38.1624
2302701,7.25,26,44.25,8.03,14.47,37.44425
2302800,8.81,22.53,34.15,12.85,21.66,38.24815
2302909,10.54,31.81,40,4.84,12.82,35.3967
2303006,5.02,23.19,47.07,6.09,18.63,38.69405
2303105,8.47,38.49,34.92,9.05,9.06,34.89215
2303204,17.5,32.22,35.44,5.5,9.34,33.1683
2303303,7.65,21.89,49.26,7.9,13.29,37.8561
2303402,13.7,30.56,31.86,15.8,8.08,34.8566
2303501,7.53,19.84,38.05,17.45,17.13,38.89995
2303600,12.04,23.75,38.7,11.9,13.6,36.5496
2303659,10.18,42,25.4,9.52,12.91,34.1859
2303709,8.91,15.24,37.22,18.62,20,39.4529
2303808,6.9,30.02,45.23,9.61,8.24,36.57425
2303907,9.15,34.5,32.88,4.34,19.14,35.8023
2303931,12.47,33.24,42.32,4.15,7.81,34.25165
2303956,16.9,15.98,43.08,12.36,11.69,36.2497
2304004,9.86,30.61,36.49,10.38,12.67,36.0059
2304103,8.45,21.64,44.59,8.15,17.17,37.95665
2304202,8.17,21.21,45.15,11.15,14.33,38.03995
2304236,16.97,32.36,35.81,9.06,5.79,33.2032
2304251,14.05,36.64,29.88,7.3,12.14,33.7525
2304269,5.96,31.17,46.21,5.82,10.84,36.6764
2304277,16.7,29.14,33.1,10.94,10.13,34.1586
2304285,16.44,12.7,38.33,18.85,13.67,37.29275
2304301,10,27.98,49.28,5.64,7.1,35.7538
2304350,16.91,17.65,37.85,14.58,13.02,36.1894
2304400,9.87,16.65,41.63,14.48,17.38,38.6113
2304459,9.74,28.02,30.63,8.14,23.47,37.079
2304509,17.54,20.29,27.12,12.99,22.06,36.17405
2304608,4.15,28.64,39.59,12.46,15.16,38.1639
2304657,8.46,27.44,45.35,8.84,9.91,36.6067
2304707,11.64,32.65,40.06,5.34,10.31,34.8053
2304806,12.47,46.25,32.42,2.56,6.29,32.1222
2304905,6.51,32.05,29.37,20.98,11.09,37.0901
