"city_code","bolsa.familia_familiesPer100Khab","bolsa.familia_valuePerHab"
1400159,18728.3423321783,52.7598517205254
1400175,13596.9457322062,37.9787837469321
1400209,14567.180516282,35.9382012222932
1400233,13629.6587668404,28.6016324122333
1400282,10870.2928870293,22.2481171548117
1400308,18982.8040105304,38.1947571836666
1400407,16917.6262178919,60.9308237378211
1400456,8597.20705706569,21.0328142060801
1400472,10569.2404601664,24.5741139807048
1400506,10059.7488111206,19.1184001950982
1400605,11870.7738542449,24.8706486351114
1400704,13410.360829624,59.6401174353632
1500107,21395.3252419181,44.1411875863993
1500131,15442.5612052731,36.9467312348668
1500206,19708.2261517152,40.0126819089421
1500305,17066.1430975572,39.489647610791
1500347,9059.42398833394,17.6833029529712
1500404,19755.5864692106,35.7644966454771
1500503,16019.2324606409,52.5982292063678
1500602,9036.24971639004,18.17843866171
1500701,16989.4456399221,52.7454998804522
1500800,5650.79400977765,7.97581596613632
1500859,19178.9171746146,48.5632484761563
1500909,16650.7239445193,39.7437932084004
1500958,12310.9324143213,26.3519369455613
1501006,11917.2565291677,31.3731999023676
1501105,11658.4618394027,34.600951977309
1501204,13204.4850988492,26.7778527167728
1501253,10864.2726719416,21.8447961046865
1501303,10787.6162977222,20.3818174526789
1501402,7706.00470944468,12.1022237555644
1501451,14437.1757274983,25.490130836905
1501501,16205.747804326,36.503881282178
1501576,11677.7574936694,22.8501855014428
1501600,11672.6022350485,19.3188628269679
1501709,11872.8756480742,23.2317560265025
1501725,16856.688320297,33.9742145035132
1501758,12696.4769647696,25.5379403794038
1501782,10111.1346637192,23.2208309360143
1501808,16288.0595125656,38.8639837976261
1501907,18062.6115611698,51.6222367156392
