"city_code","employed","employed.privateFormal","employed.publicFormal","employed.informal","employed.noWage","employed.subsistence","employed.owner","employed.self"
3505708,82.03,63.55,3.46,15.02,0.65,0.12,1.73,15.46
3505807,75.26,56.56,3.19,15.51,1.06,1.24,4.86,17.58
3505906,76.97,59.93,2.55,14.49,1.05,0.63,3.07,18.28
3506003,76.99,58.62,5.48,12.89,0.9,0.36,2.75,19
3506102,75.61,52.3,6.17,17.13,0.85,0.39,2.86,20.29
3506201,90.68,75.28,2.33,13.07,0.21,2.14,0.24,6.72
3506300,75.64,47.36,3.27,25.01,1.04,1.05,2.93,19.33
3506359,73.83,44.56,4.47,24.79,0.97,0.24,2.02,22.95
3506409,73.51,47.04,8.26,18.21,0.95,1.01,2.73,21.8
3506508,76.66,62.33,3.74,10.58,0.52,0.47,3.21,19.15
3506607,73.79,46.08,4.18,23.53,1.13,2.8,1.21,21.06
3506706,81.56,67.35,0.56,13.65,0.71,0.57,1.36,15.8
3506805,83.28,62.34,0.56,20.38,0.33,0.32,3.41,12.66
3506904,68.22,52.86,0.86,14.5,3.17,6.6,0.81,21.2
3507001,77,56.53,3.71,16.75,0.9,1.11,4,17
3507100,73.58,48.08,2.87,22.63,0.46,0.18,1.69,24.09
3507159,74.88,37.54,6.65,30.69,0.71,5.48,1.68,17.25
3507209,94.73,81.19,0,13.55,1.18,0.24,0.47,3.37
3507308,84.86,72.49,1.79,10.58,0,0.6,1.27,13.27
3507407,74.46,52.44,3.74,18.28,0.42,1.05,1.73,22.33
3507456,83.3,65.2,2.62,15.48,0.37,5.52,0.33,10.47
3507506,77.34,58.09,5.91,13.33,1.04,0.79,2.81,18.01
3507605,74.26,56.58,1.57,16.11,1.16,0.57,2.62,21.39
3507704,82.32,59.18,2.39,20.76,0.13,0.98,1.53,15.04
3507753,81.2,61.92,0.89,18.39,2.22,0.54,1.54,14.49
3507803,71.6,43.18,1.57,26.85,0.85,0.42,2.86,24.27
3507902,80.82,65.63,0.92,14.27,0.86,0.71,1.27,16.34
3508009,77.15,46.55,2.91,27.7,1.18,0.9,1.32,19.44
3508108,73.9,42.82,8.83,22.25,0.54,0.57,2.31,22.67
3508207,75.54,51.02,4.41,20.11,1.21,2.96,1.53,18.76
3508306,82.31,57.43,4.2,20.69,0.98,0.95,1.67,14.1
3508405,81.94,66.95,0.99,14,0.47,0.5,1.55,15.53
3508504,80.86,62.87,3.38,14.62,0.75,0.36,1.75,16.28
3508603,79.41,57.38,3.56,18.48,1.65,0.92,0.97,17.04
3508702,62.2,32.04,3.07,27.09,3.7,4.01,1.81,28.28
3508801,78.93,57.96,2.97,18,0.85,1.25,1.4,17.57
3508900,86.77,71.15,1.87,13.75,0.17,2.97,1.55,8.55
3509007,80.52,60.05,4.9,15.58,0.45,0.02,1.7,17.3
3509106,60.07,32.74,10.42,16.91,1.04,6.8,0.66,31.43
3509205,86.28,69.79,2.28,14.21,0.76,0.22,0.79,11.95
3509254,78.67,53.76,1.78,23.13,0.97,2.69,1.61,16.06
3509304,83.15,62.33,1.22,19.6,1.15,0.45,2.04,13.21
3509403,74.83,55.91,1.55,17.37,0.78,1.35,1.28,21.76
3509452,75.72,39.93,5.58,30.21,0.95,2.07,0.56,20.7
3509502,78.85,64.15,3.56,11.14,1.2,0.18,2.66,17.11
3509601,81.03,65.17,3.01,12.86,0.93,0.23,0.87,16.94
3509700,76.23,58.1,0.35,17.78,0.85,0.71,1.68,20.53
3509809,77.17,36.24,12.33,28.6,0.65,4.19,1,16.99
3509908,63.23,33.21,5.9,24.12,4.4,1.71,1.78,28.88
3509957,80.6,46.91,6.41,27.28,0.81,1.74,1.53,15.32
3510005,78.51,54.93,3.38,20.19,0.36,1.6,2.24,17.28
3510104,75.1,53.39,3.58,18.13,0.43,0.62,2.55,21.3
3510153,88.46,70.72,0.16,17.58,2.69,0.15,1.3,7.4
3510203,75.31,46.75,2.13,26.43,1.57,4.28,2.12,16.72
3510302,76.17,52.87,0.71,22.59,1.05,1.17,1.25,20.36
3510401,80.25,64.83,4,11.41,1,0.46,1.99,16.3
3510500,73.06,47.45,5.01,20.6,1.04,0.61,2.24,23.06
3510609,83.94,66.7,2.26,14.98,0.99,0.03,0.56,14.49
3510708,75.37,42.27,4.64,28.46,1.24,2.95,1.09,19.36
3510807,78.67,50.98,8.01,19.68,1.16,0.69,1.92,17.56
3510906,69.21,42.93,1.21,25.07,4.24,5.69,0.79,20.06
3511003,67.41,50.91,2.91,13.59,3.71,7.88,0.6,20.4
3511102,75.93,58.88,3.96,13.09,0.54,0.3,3.3,19.93
3511201,91.09,75.93,2.38,12.78,0.7,0.41,1.33,6.47
3511300,79.1,53.79,1.94,23.36,0.23,0.91,3.17,16.6
3511409,79.59,53,8.67,17.92,0.69,1.39,1.82,16.51
3511508,77.73,60.1,2.57,15.06,0.85,0.68,3.42,17.33
3511607,78.96,52.38,0.73,25.85,1.19,2.47,0.84,16.54
3511706,81.24,67.47,1.88,11.89,0.48,0.8,1.47,16.01
3511904,86.63,72.03,0.63,13.97,0.09,0.68,0.48,12.13
3512001,81.8,62.75,3.76,15.3,0.65,0.99,2.57,13.99
3512100,80.71,58.91,4.07,17.73,1.74,2.78,1.11,13.65
3512209,83.19,60.49,3.33,19.36,0.71,0.26,1.57,14.27
3512308,72.38,51.11,2.72,18.55,0.99,1.66,3.67,21.29
3512407,80.65,68.44,2.37,9.84,0.23,0.86,1.47,16.79
3512506,77.17,57.35,1.78,18.04,5.02,0.89,0.83,16.08
3512605,75.81,35.15,9.57,31.08,1.1,3.17,1.05,18.87
3512704,78.42,62.83,2.31,13.28,0.84,2.08,2.47,16.19
3512803,80.27,67.14,1.68,11.45,0.67,0.34,1.21,17.5
3512902,71.42,43.05,0.77,27.61,0.89,3.33,1.37,22.99
3513009,76.74,57.46,2.88,16.39,1.5,0.59,3.35,17.82
3513108,78.55,61.14,3.92,13.49,0.57,0.26,2.02,18.6
3513207,80.05,51.43,5.12,23.5,0.62,0.57,2.09,16.67
3513306,81.02,52.56,1.92,26.54,1.78,4.76,0.4,12.04
3513405,74.87,58.09,3.03,13.75,2.37,1.21,2.36,19.2
3513504,85.74,71.16,3.81,10.77,0.47,0.16,0.64,12.99
3513603,59.93,25.3,3.79,30.85,6.28,7.77,1.73,24.29
3513702,75.58,60,1.6,13.98,1.51,0.54,2.78,19.59
3513801,84.08,66.17,2.33,15.59,1.1,0.06,0.87,13.88
3513850,75.28,38.71,9.19,27.38,1.88,3.07,0,19.78
3513900,61.45,32.25,1.8,27.4,2,3.62,1.22,31.7
3514007,91.23,82.13,1.1,8,0.29,0.38,1.1,7
3514106,81.11,65.6,2.22,13.29,0.47,0.16,1.48,16.78
3514205,76.58,52.07,1.13,23.37,2.84,1.41,1.98,17.2
3514304,79.3,67.49,0.85,10.96,1.14,0.61,2.14,16.81
3514403,72.49,51.78,4.87,15.84,0.35,1.72,3.71,21.74
3514502,77.13,57.72,3.17,16.24,0.88,1.24,1.1,19.65
3514601,82.5,63.51,1.35,17.64,0.94,0.67,1.05,14.84
3514700,76.72,40.84,6.62,29.27,1.45,3.65,3.08,15.1
3514809,67.63,35.34,5.38,26.91,3.87,9.83,0.24,18.43
3514908,82.54,64.1,0.7,17.73,0.27,1.68,0.84,14.67
3514924,88.04,70.71,4.11,13.23,1.07,0.62,0.12,10.14
3514957,84.44,55.76,9.22,19.45,2.19,2.06,1.21,10.11
3515004,82.26,62.88,1.72,17.66,1.15,0.24,0.5,15.85
3515103,74.71,52.87,2.21,19.63,0.54,0.98,1.97,21.8
3515129,76.99,48.67,1.59,26.73,0.98,3,1.86,17.17
3515152,81.37,58.24,2.75,20.38,1.39,0.69,0.81,15.75
3515186,80.08,62.15,2.05,15.89,0.84,0.77,2.32,15.99
3515194,84.62,73.39,0.77,10.46,0.32,0.68,0.78,13.59
3515202,80.5,51.91,5.56,23.03,1.43,0.86,1.96,15.25
3515301,85.06,52.34,17.04,15.67,0.53,3.16,0.72,10.52
3515350,61.23,35.42,10.32,15.49,3.98,12.2,1.82,20.77
3515400,75.2,48.27,4.3,22.63,1.03,1.56,2.44,19.76
3515509,74.96,48.58,5.55,20.83,1.08,0.91,3.67,19.38
3515608,76.89,44.89,6.82,25.18,0.81,0.17,3.73,18.39
3515657,65.98,37.18,13.82,14.98,0.68,8.7,0.85,23.8
3515707,81.68,59.92,3.45,18.32,0.69,0.14,0.62,16.87
3515806,83.44,59.43,1.39,22.62,0.32,1.8,0,14.43
3515905,73.19,34.46,9.62,29.11,1.08,0.51,2,23.22
3516002,81.65,58,2.7,20.95,0.86,2.65,2.11,12.73
3516101,82.26,50.03,9.99,22.25,0.3,0.86,2.82,13.76
3516200,75.26,56.67,2.19,16.4,0.8,0.23,3.21,20.5
3516309,83.16,63.1,3.35,16.71,1.23,0.24,0.31,15.05
3516408,83.8,60.24,7.43,16.13,0.6,0.46,0.39,14.75
3516507,71.67,52.82,2.62,16.24,1.78,2.42,3.29,20.84
3516606,81.17,60,4.42,16.76,1.64,1.08,1.81,14.31
3516705,79.83,62.72,3.87,13.24,0.89,0.49,3.77,15.02
3516804,88.94,60.68,8.48,19.78,0.38,0.38,1.51,8.79
3516853,88.51,74.65,2.81,11.05,1.09,1.43,0.78,8.18
3516903,80.93,47.62,11.27,22.04,0.99,0.88,2.77,14.42
3517000,77.82,58.11,5.86,13.85,1.9,1.89,0.81,17.59
3517109,76.11,61.11,0.53,14.47,1.08,1.31,1.9,19.6
3517208,82.73,64.87,4.91,12.95,1.46,1.11,0.84,13.85
3517307,81.92,62.86,4.44,14.63,0.17,0.27,2.02,15.62
3517406,77.07,56.29,2.07,18.71,0.73,0.83,1.5,19.87
3517505,78.23,53.09,3.54,21.6,0.44,0.17,2.27,18.89
3517604,55.85,30.85,1.93,23.07,3.17,13.33,0.56,27.08
3517703,81.16,57.64,1.47,22.04,0.61,0.36,2.41,15.47
3517802,67.7,42.31,4.77,20.62,3.13,2.4,1.36,25.41
3517901,80.62,51.97,9.27,19.39,0.57,1.18,0.57,17.05
3518008,82.84,34.45,10.16,38.23,1.94,1.16,2.27,11.79
3518107,81.42,55.96,5.85,19.6,0.99,1.67,1.93,13.98
3518206,78.84,54.98,3.1,20.75,0.64,0.84,3.43,16.25
3518305,77.03,53.89,1.99,21.15,1.62,0.83,3.45,17.07
3518404,76.62,52.81,8.17,15.64,0.93,0.49,2.34,19.61
3518503,82.29,43.94,4.98,33.38,0.17,1.25,0.27,16.02
3518602,83.45,66,1.95,15.49,1.07,0.26,1.93,13.3
3518701,78.65,54.26,3.27,21.12,1.01,0.05,1.38,18.91
3518800,80.06,60.73,2.99,16.35,1.12,0.07,1.47,17.27
3518859,77.64,60.09,2.15,15.4,1.15,3.95,1.05,16.21
3518909,85.87,56.01,2.87,26.99,0,0.4,1.65,12.08
3519006,74.32,43.56,4.34,26.43,2.47,0.89,1.78,20.54
3519055,77.94,62.89,2.77,12.29,0.96,0.49,5.67,14.94
3519071,81.13,64.58,3.4,13.14,1.26,0.24,0.98,16.39
3519105,78.42,61.16,1.62,15.63,2.05,2.63,2.71,14.2
3519204,73.25,48.84,2.24,22.17,1.57,1.83,1.67,21.68
3519253,67.66,53.28,3.25,11.12,0.56,16.29,0.51,14.99
3519303,82.84,71.49,0.45,10.9,2.16,0.13,1.18,13.69
3519402,76.95,55.79,1.73,19.44,1.25,0.38,3.23,18.19
3519501,84.12,58.62,2.71,22.78,0.1,0.24,0.63,14.9
3519600,75.47,62.98,1.3,11.19,1.06,0.34,1.56,21.58
3519709,67.69,37.48,1.65,28.56,1.91,2.42,2.42,25.56
3519808,81.46,61.7,1.53,18.23,0.24,0.37,0.61,17.33
3519907,76.48,46.51,10.16,19.81,1.9,2.45,1.84,17.33
3520004,86.87,70.35,1.5,15.02,1.95,0.17,0.8,10.21
3520103,81.97,62.16,4.29,15.52,0.75,1.61,2.41,13.25
3520202,77.21,49.02,1.05,27.14,4.37,1.39,0.37,16.65
3520301,61.12,30.93,4.01,26.19,2.96,3.68,1.18,31.06
3520400,74.19,45.24,4.59,24.36,1.87,1.53,2.89,19.53
3520426,56.3,26.69,3.38,26.24,1.78,1.52,2.63,37.78
3520442,73.29,50.43,6.3,16.55,1.83,3.92,2.51,18.45
3520509,79.98,63.63,3.16,13.19,0.65,0.18,2.88,16.32
3520608,76.37,48.76,8.8,18.8,1.55,1.67,2.32,18.08
3520707,77.41,42.31,1.15,33.94,1.09,1.3,1.22,18.98
3520806,88.22,71.04,0.91,16.27,0.41,1.74,0.4,9.23
3520905,83.46,66.74,1.75,14.97,0.35,1.05,2.08,13.06
3521002,79.11,59.39,4.14,15.58,0.59,2.45,1.12,16.73
3521101,77.86,63.45,1.64,12.77,1.5,1.73,0.77,18.14
3521150,75.94,53.94,4.4,17.6,0.92,2.05,2.76,18.33
3521200,55.37,31.2,1.07,23.09,4.88,17.8,1.64,20.32
3521309,85.03,63.3,1.13,20.61,0.37,0.6,1.32,12.68
3521408,81.11,67.55,2.59,10.96,0.33,0.27,2.41,15.87
3521507,83.2,60.13,4.38,18.69,0.25,0.51,0.13,15.91
3521606,78.17,40.07,9.64,28.46,1.4,2.77,2.42,15.25
3521705,65.21,30.66,6.29,28.25,1.53,11.11,0.44,21.71
3521804,79.4,47.45,6.22,25.72,0.75,3.04,0,16.81
3521903,69.63,45.48,1.64,22.51,0.29,0.67,1.47,27.94
3522000,75.78,63.24,0.23,12.31,0,0.41,0.95,22.86
3522109,67.91,37.52,4.96,25.43,1.66,0.51,2.06,27.86
3522158,50.42,24.43,2.41,23.58,1.73,24.37,0.99,22.48
3522208,80.1,58.82,2.78,18.51,1.74,0.41,0.46,17.29
3522307,75.24,53.32,7.66,14.27,1.47,0.88,2.32,20.09
3522406,77.35,50.12,4.64,22.59,1.07,1.67,3.07,16.83
3522505,83.02,62.47,3.48,17.07,0.89,0.13,0.54,15.43
3522604,80.74,64.32,3.74,12.68,0.58,0.6,3.28,14.79
3522653,69.02,38.86,0.99,29.17,2.03,10.53,0.13,18.29
3522703,73.7,56.79,1.79,15.13,1.05,1.01,2.32,21.92
3522802,65.18,22.45,6.69,36.04,0.45,3.51,1.75,29.1
3522901,90.25,72.1,1.42,16.73,0.05,0.25,0.57,8.88
3523008,69.47,57.85,0.92,10.69,0.66,10.08,1.34,18.46
3523107,80.73,57.42,2.72,20.59,0.81,0.17,0.57,17.72
3523206,73,44.74,5.62,22.64,1.77,1.59,2.1,21.54
3523305,69.86,36.4,3.89,29.56,1.58,4.36,2.14,22.06
3523404,79.24,65.61,0.79,12.84,0.87,0.55,2.68,16.66
3523503,86.25,63.29,5.57,17.39,0.76,1.36,1.78,9.84
3523602,86.53,58.8,6.56,21.16,0.57,0.74,1.44,10.72
3523701,85.63,52.6,1.07,31.95,0.64,0.8,0.63,12.3
3523800,83.21,52.71,5.63,24.88,1.69,0.89,1.05,13.15
3523909,78.66,63.46,2.12,13.08,0.7,0.2,2.6,17.85
3524006,80.96,67.17,1.18,12.61,0.57,0.23,1.74,16.5
3524105,77.29,53.46,2.64,21.19,0.45,0.37,2.54,19.35
3524204,84.49,63.25,2.41,18.84,0,0.2,0.34,14.96
3524303,78.4,56.36,5.07,16.96,0.57,0.83,3.64,16.55
3524402,80.48,61.53,3.69,15.26,1.24,0.36,1.96,15.97
3524501,84.59,64.34,1.82,18.43,0.21,0.24,2.35,12.62
3524600,75.12,50.41,3.7,21.01,0.98,2.03,0.7,21.17
3524709,79.38,68.4,1.02,9.95,0.71,0.43,2.39,17.09
3524808,71,43.77,5.77,21.45,1.64,0.95,3.39,23.02
3524907,84.17,66.93,1.92,15.31,0.64,1.43,1.45,12.3
3525003,82.45,63.88,3.93,14.63,0.97,0.02,1.01,15.56
3525102,80.37,60.64,2.78,16.95,0.93,0.47,1.24,16.98
3525201,77.88,53.83,1.37,22.68,2.79,1.95,2.3,15.07
3525300,78.46,62.79,2.53,13.14,0.67,0.16,2.93,17.78
3525409,84.39,47,12.27,25.13,0,0.66,0.66,14.28
3525508,66.31,39.41,1.38,25.52,0.44,1.61,1.41,30.24
3525607,80.72,57.35,6.84,16.53,2.65,4.08,1.26,11.3
3525706,71.81,50,2.83,18.98,0.42,1.01,1.97,24.78
3525805,89.63,62.2,12.42,15.01,0.32,0.49,0.35,9.2
3525854,80.66,61.78,5.14,13.74,0.46,1.7,3.05,14.12
3525904,78.75,64.04,3.9,10.82,1.05,0.25,2.33,17.62
3526001,77.75,46.59,4.01,27.14,0.58,2.06,2.79,16.83
3526100,74.15,40.13,3.96,30.06,0.93,4.34,1.48,19.09
3526209,76.86,42.18,3.46,31.22,1.76,3.43,1.53,16.43
3526308,66.11,33.48,4.34,28.3,2.11,8.69,1.19,21.89
3526407,78.72,60.65,0.9,17.16,0.23,1.6,1.93,17.51
3526506,82.9,48.6,11.19,23.11,0.66,2.57,1.15,12.73
3526605,83.08,64.47,1.29,17.32,0.43,1.4,1.39,13.7
3526704,80.82,61.84,4.54,14.44,0.81,0.49,2.14,15.73
3526803,81.82,66.59,2.36,12.86,0.87,0.71,2.57,14.03
3526902,75,57.31,2.87,14.82,0.72,0.33,2.91,21.05
3527009,77.94,51.2,3.87,22.87,0.49,1.37,2.36,17.84
3527108,81.77,60.45,7.51,13.81,0.48,0.14,2.07,15.53
3527207,77.37,54.28,4.83,18.27,0.63,0.74,2.08,19.17
3527256,77.81,44.82,12.17,20.82,2.52,3.23,1.01,15.42
3527306,82.88,67.67,2.99,12.22,1.04,0.12,2.24,13.71
3527405,75.84,53.37,6.84,15.64,1.19,1.21,2.31,19.44
3527504,77.86,51.84,5.46,20.57,0.68,2.42,3.32,15.71
3527603,87.25,69.15,2.45,15.66,0.48,0.64,1.41,10.22
3527702,79.28,59.3,3.39,16.59,1.05,2.02,1.52,16.13
3527801,82.15,58.38,5.44,18.33,1.9,1.48,1.84,12.64
3527900,81.58,51.15,3.86,26.57,1.55,6.19,0.2,10.48
3528007,83.84,69.62,3.17,11.06,1.32,1.41,0.72,12.71
3528106,72.47,46.13,1.43,24.91,1.62,1.52,1.91,22.48
3528205,64.3,33.08,9.99,21.23,7.73,4.05,1.48,22.44
3528304,78.86,38.77,7.41,32.68,0.54,0.14,1.93,18.53
3528403,80.87,63.52,1.4,15.94,1.36,1.32,1.16,15.29
3528502,73.14,50.39,3.91,18.84,0.84,0.64,3.02,22.36
3528601,74.69,52.03,2.8,19.87,0.87,2.09,1.19,21.15
3528700,76.52,42.86,2.91,30.75,1.42,5.5,0.61,15.96
3528809,79.58,61.2,1.65,16.72,1.76,2.89,1.55,14.23
3528858,77.92,48.81,2.93,26.19,0.36,0.46,0.59,20.67
3528908,81.99,62.66,1.59,17.75,1.08,4.32,0.82,11.79
3529005,74.57,54.47,6.48,13.62,1.19,0.6,2.8,20.84
3529104,78.89,30.61,8.24,40.05,0,1.68,1.1,18.33
3529203,78.18,48.48,6.43,23.27,1.19,2.42,1.52,16.69
3529302,81.88,68.8,1.75,11.34,0.62,0.38,1.34,15.78
3529401,83.24,65.68,2.31,15.26,0.85,0.09,0.89,14.93
3529500,75.18,54.06,3.64,17.47,0.57,4.59,1.18,18.5
3529609,80.36,48.9,3.81,27.64,1.49,1.69,0.91,15.54
3529658,82.06,47.22,4.03,30.81,0,0.2,0,17.74
3529708,79.68,50.56,5.38,23.74,0.97,1.36,2.25,15.75
3529807,82.96,63.36,1.98,17.62,1.08,1.17,1.93,12.85
3529906,73.31,38.1,4.46,30.75,0.77,3.17,1.25,21.5
3530003,68.18,36.08,4.95,27.15,2.3,1.45,4.4,23.68
3530102,71.42,41.86,10.04,19.52,2.22,2.49,1.62,22.24
3530201,57.26,36.63,3.01,17.61,4.99,11.75,1.51,24.49
3530300,78.97,59.04,1.86,18.07,1.56,0.33,2.14,17
3530409,73.84,48.35,2.89,22.59,0.95,0.73,2.23,22.25
3530508,79.25,61.01,2.11,16.13,0.66,0.7,2.21,17.17
3530607,77.25,56.76,4.78,15.71,0.87,0.48,2.15,19.25
3530706,80.38,64.31,1.63,14.43,0.67,0.31,2.11,16.53
3530805,77.25,61.41,2.59,13.25,0.63,0.62,3.17,18.33
3530904,78.97,56.5,1.28,21.19,0.57,0.76,3.55,16.16
3531001,76.9,37.49,16.69,22.72,1.3,2.29,0,19.51
3531100,65.56,36.41,4.78,24.37,2.27,0.43,2.67,29.07
3531209,66.84,48.43,3.56,14.86,0.81,2.25,3.67,26.42
3531308,80.59,61.88,1.54,17.16,0.7,0.65,2.06,16
3531407,77.67,57.37,3.4,16.9,0.85,2.2,3.59,15.7
3531506,78.46,56.88,2.14,19.45,0.96,1.2,2.81,16.57
3531605,70.58,40.45,8.05,22.07,4.38,3.45,1.64,19.95
3531704,68.89,38.47,4.14,26.29,3.14,7.92,1.89,18.16
3531803,80.71,62.31,3.33,15.07,0.73,0.81,0.95,16.8
3531902,85.97,67.45,3,15.52,0.66,0.79,1.4,11.17
3532009,74.78,57.34,1.9,15.54,1.19,1.04,1.51,21.48
3532058,83.97,75.49,1.25,7.22,0.13,0.59,1.27,14.05
3532108,59.48,36.98,5.46,17.04,5.55,3.1,2.09,29.78
3532157,85.2,62.13,12.69,10.38,0.74,1.22,0.19,12.65
3532207,84.01,61.36,5.65,17,1.11,2.98,0.28,11.62
3532306,65.38,31.7,4.48,29.2,2.95,6.62,1.33,23.72
3532405,74.21,41.4,2.11,30.7,0.47,2.34,1.03,21.94
3532504,77.45,51.52,2.75,23.17,0,0.09,1.29,21.17
3532603,72.45,46.12,2.77,23.57,0.36,0.63,1.95,24.6
3532702,83.69,63.63,1.42,18.64,0.15,0.78,0.47,14.91
3532801,78.14,57.19,1.04,19.91,0.51,0.89,1.65,18.81
3532827,79.62,48.81,5.22,25.59,0.7,7.05,1.17,11.46
3532843,62.29,25.12,7.9,29.28,2.47,7.42,0.68,27.15
3532868,70.71,35.89,5.65,29.17,0,10.43,1.17,17.69
3532900,84.79,67.14,4.03,13.62,0.52,0.82,2.01,11.85
3533007,80.39,60.92,1.77,17.7,0.96,0.72,1.28,16.64
3533106,84.07,45.85,13.81,24.41,0.74,1.92,1.2,12.08
3533205,83.3,69.08,0.2,14.01,0,1.04,0.69,14.97
3533254,87.72,68.95,3.76,15.01,0.37,3.05,0.82,8.03
3533304,81.83,59.87,8.33,13.63,1.34,1.93,0.56,14.34
3533403,78.65,64.71,1.35,12.59,1.4,0.23,2.58,17.15
3533502,77.22,57.57,1.53,18.12,0.39,0.54,2.5,19.34
3533601,82.32,60.41,2.3,19.62,0.29,0.55,2.32,14.52
3533700,85.87,48.03,0.99,36.85,0,0,0.17,13.96
3533809,67.94,35.46,9.82,22.66,2.44,4.17,0.85,24.6
3533908,79.41,57.25,5.48,16.68,0.49,0.88,2.47,16.74
3534005,84.02,63.65,2.4,17.96,1.37,1.28,1.11,12.22
3534104,84.41,62.59,4.91,16.91,0.43,0.49,1.01,13.67
3534203,87.14,66.73,0.45,19.96,0,0.07,0.68,12.11
3534302,82.24,62.98,3.59,15.67,0.15,0.26,3.52,13.83
3534401,81.65,64.09,3.21,14.35,1.12,0.02,1.27,15.93
3534500,72.76,43.31,4.92,24.53,0,2.47,2.18,22.59
3534609,75.37,53.44,3.81,18.12,1.47,1.28,4.04,17.84
3534708,76.23,55.96,4.91,15.36,0.73,0.46,3.79,18.79
3534757,75.84,41.28,9.23,25.33,1.34,2.08,1.04,19.69
3534807,85.96,55.76,7.05,23.14,0.19,0.72,1.5,11.63
3534906,80.7,38.42,10.29,31.99,0.86,2.33,2.46,13.65
3535002,73.53,51.05,2.3,20.18,3.88,3.56,0.8,18.22
3535101,90.59,80.24,0.42,9.93,0.57,0.45,1.47,6.92
3535200,61.48,25.9,4.73,30.84,0.83,2.09,1.45,34.16
3535309,72.58,49.25,2.86,20.47,0.98,1.2,3.59,21.65
3535408,77.46,44.52,3.31,29.63,1.04,1.22,4.14,16.14
3535507,79.96,58.75,3.86,17.36,2.19,1.06,2.58,14.22
3535606,71.88,40.53,8.88,22.47,1.1,2.9,1.86,22.27
3535705,80.72,62.54,5.09,13.09,0.44,0.47,2,16.37
3535804,77.8,46.1,8.29,23.41,2.17,2.06,2.24,15.73
3535903,71.5,36.1,2.36,33.05,0,0.69,2.69,25.12
3536000,78.23,47.22,2.84,28.18,1.28,1.25,2.19,17.05
3536109,74.75,58.24,2.18,14.33,0.49,1.31,1.8,21.65
3536208,71.69,47.09,5.41,19.19,1.87,2.07,1.1,23.27
3536257,75.65,37.3,14.66,23.69,1.08,1.4,0,21.88
3536307,83,59.51,2.41,21.08,0.52,1.17,0.84,14.47
3536406,78.72,53.63,5.61,19.48,1.25,1.72,1.59,16.72
3536505,80.56,66.07,4.05,10.45,0.19,0.06,2.82,16.36
3536570,80.8,66.48,1.66,12.66,0.45,4.05,0.67,14.03
3536604,82.52,50.21,3.44,28.87,0.88,1.46,1.6,13.55
3536703,78.15,63.77,1.49,12.89,1.01,2.33,1.31,17.2
3536802,65.19,28.21,1.09,35.88,0.71,2.28,2.45,29.37
3536901,72.69,38.87,7.69,26.13,4.81,0,0.31,22.19
3537008,81.2,65.01,1.98,14.21,1.43,1.51,0.81,15.05
3537107,80.36,65.26,1.17,13.93,0.7,0.15,3.4,15.39
3537156,73.93,52.42,1.59,19.91,0.36,1.74,2.85,21.12
3537206,70.24,36.47,4.27,29.5,0.42,4.68,2.17,22.49
3537305,77.57,58.87,3.4,15.3,0.85,0.78,4.21,16.59
3537404,71.39,48.02,4.83,18.54,4.54,2.45,2.61,19.01
3537503,70.13,49.56,0.84,19.72,2.19,1.9,0.67,25.11
3537602,63.05,32.58,5.35,25.12,2.06,1.64,3.39,29.86
3537701,76.5,52.54,5,18.97,0.74,2.02,1.73,19.01
3537800,63.69,35.58,2.58,25.54,1.87,2.34,1.3,30.8
3537909,68.79,42.32,1.93,24.53,1.16,3.58,2.37,24.09
3538006,75.83,54.8,3.69,17.34,0.82,1.01,2.76,19.57
3538105,83.76,65.74,1.69,16.32,0.76,0.57,2.25,12.66
3538204,64.79,41.17,1.63,21.99,1.31,3,1.54,29.36
3538303,75.12,43.11,11.11,20.91,1.73,5.79,1.34,16.02
3538501,72.39,47.78,4.67,19.94,1.03,3.01,1.24,22.32
3538600,78.01,45.13,3.68,29.2,1.66,1.18,1.66,17.49
3538709,78.41,62.79,3.38,12.24,0.9,0.21,2.7,17.78
3538808,77.56,49.35,6.3,21.91,1.16,0.68,3.13,17.46
3538907,83.03,52.55,9.32,21.16,1.02,0.84,2.2,12.9
3539004,77.9,51.79,2.54,23.57,0.6,0.7,3.36,17.44
3539103,85.72,50.26,12.34,23.12,0.23,0.33,0.63,13.08
3539202,77.46,56.47,3.95,17.04,1.34,1.7,1.5,18
3539301,77.07,56.61,9.17,11.29,1.11,0.75,3.21,17.85
3539400,74.32,54.5,4.28,15.54,1.29,1.89,3.78,18.72
3539509,85.51,64.26,3.51,17.73,0.41,1.35,0.86,11.87
3539608,81.56,57.79,4.48,19.29,1.05,1.17,1.89,14.32
3539707,75.77,49.62,2,24.15,2.27,5.79,0.97,15.2
3539806,80.91,58.42,5.45,17.04,0.86,0.08,0.78,17.37
3539905,73.14,43.89,4.22,25.03,2.08,3.57,1.84,19.36
3540002,82,63.87,1.75,16.38,0.37,0.57,1.32,15.74
3540101,77.42,50.08,2.79,24.55,0,2.79,2.76,17.02
3540200,88.64,76.73,0.7,11.21,0.41,0.19,0.65,10.11
3540259,80.23,46.07,8.1,26.06,2.24,1.69,1.14,14.71
3540309,79.7,57.42,8.5,13.78,0,0.85,0,19.45
3540408,75.21,42.39,8.58,24.24,3.05,2.25,1.59,17.91
3540507,70.69,42.77,1.66,26.26,1.28,2.93,1.49,23.61
3540606,79.14,58.82,3.61,16.7,0.78,0.47,1.71,17.9
