"city_code","pop.white","pop.black","pop.asian","pop.pardos","pop.indigenous","pop.others"
3149200,59.48,5.84,1.28,33.14,0.26,0
3149309,28.84,8.98,0.86,61.28,0.04,0
3149408,83.47,7.97,0.14,8.41,0,0
3149507,46.68,14.76,0.11,38.45,0,0
3149606,49.41,7.3,0.73,42.57,0,0
3149705,60.41,3.71,0.45,35.39,0.04,0
3149804,63.29,5.39,0.72,30.57,0.03,0
3149903,54.88,8.95,0.59,35.58,0,0
3149952,21.6,10.78,2.79,64.83,0,0
3150000,16.53,11,0.73,71.74,0,0
3150109,52.01,12.92,1.59,33.37,0.11,0
3150158,44.13,3.88,0.49,51.42,0.08,0
3150208,30.99,20.93,0.72,47.36,0,0
3150307,55.11,6.96,1.06,36.8,0.06,0
3150406,64.58,3.77,0.76,30.75,0.14,0
3150505,70.2,3.66,0.19,25.95,0,0
3150539,15.92,8.06,0.56,75.47,0,0
3150570,14.97,9.88,1.94,73.21,0,0
3150604,53.8,8.38,1.06,36.71,0.05,0
3150703,58.92,6.53,0.83,33.72,0,0
3150802,31.33,15.55,0.96,52.07,0.09,0
3150901,85.8,1.49,0,12.72,0,0
3151008,76.95,1.98,0.35,20.71,0,0
3151107,54.79,12.32,0.62,32.22,0.05,0
3151206,22.42,10.96,0.87,65.59,0.15,0
3151305,47.69,11.92,0.42,39.93,0.05,0
3151404,55.59,10.04,1,33.2,0.18,0
3151503,63.36,7.66,0.75,28.04,0.2,0
3151602,53.47,6.63,0.86,38.9,0.14,0
3151701,74.95,5.11,0.51,19.36,0.06,0
3151800,70.45,6.8,0.71,21.87,0.17,0
3151909,38.51,4.08,0.11,57.25,0.05,0
3152006,35.67,13.87,1.57,48.4,0.48,0
3152105,35.63,16.14,1.19,46.93,0.11,0
3152131,23.37,10.91,2.06,63.07,0.58,0
3152170,20.04,3.33,0.92,75.71,0,0
3152204,28.99,6.05,0.99,63.97,0,0
3152303,42.38,10.01,0.11,47.26,0.24,0
3152402,23.49,10.65,0.56,65.3,0,0
3152501,74.49,4.88,0.58,19.99,0.07,0
3152600,73.36,5.81,0.1,20.67,0.06,0
3152709,50.49,4.84,0.65,44.02,0,0
3152808,51.13,12.08,1.71,35.04,0.03,0
3152907,64.82,4.97,0.47,29.63,0.11,0
3153004,60.53,2.87,0.53,35.84,0.23,0
3153103,52.93,14.39,0.25,32.43,0,0
3153202,15.34,16.07,0.07,68.52,0,0
3153301,16.21,9.6,1.74,72.45,0,0
3153400,54.48,2.81,0.5,42.18,0.04,0
3153509,64.19,2.8,0.15,32.8,0.06,0
3153608,26.29,10.48,2.17,61.02,0.05,0
3153707,59.18,12.72,0.6,27.5,0,0
3153806,73.73,4.38,0.13,21.76,0,0
3153905,26.67,11.8,2.41,59.13,0,0
3154002,40.22,5.97,0.6,53.21,0,0
3154101,53.95,18.22,0.82,27.01,0,0
3154150,43.39,9.27,1.37,45.66,0.32,0
3154200,65.74,7.63,0.69,25.85,0.1,0
3154309,35.65,6.3,1.15,54.58,2.32,0
3154408,55.57,5.05,1.4,37.86,0.12,0
3154457,27.47,5.62,2.86,64.06,0,0
3154507,26.41,5.19,0.73,67.67,0,0
3154606,26.28,13.87,1.62,58.01,0.22,0
3154705,49.02,13.82,1.4,35.33,0.44,0
3154804,23.8,12.08,1.42,62.7,0,0
3154903,26.59,12.31,1.79,59.11,0.2,0
3155009,36.09,18.58,1.41,43.49,0.42,0
3155108,25.97,13.16,0.16,60.71,0,0
3155207,56.73,7.97,1.21,34.09,0,0
3155306,58.93,4.74,0.44,35.89,0,0
3155405,57.31,16.93,0.38,25.32,0.06,0
3155504,64.9,9.74,0.72,24.64,0,0
3155603,33,2.37,0.67,63.97,0,0
3155702,33.86,20.11,1.3,44.69,0.04,0
3155801,56.84,12.06,0.49,30.58,0.03,0
3155900,54.2,9.99,0.3,35.51,0,0
3156007,18.66,9.88,1.54,69.92,0,0
3156106,52.02,2.97,0.65,44.23,0.13,0
3156205,53.98,11.61,0.95,33.46,0,0
3156304,55.7,13.83,0.28,30.19,0,0
3156403,62.37,5.56,0.12,31.95,0,0
3156452,49.13,5.84,4.52,40.51,0,0
3156502,23.81,6.24,1.99,67.84,0.13,0
3156601,24.15,5.39,0.44,69.9,0.11,0
3156700,27.62,14.99,1.54,55.73,0.12,0
3156809,20.61,12.53,0.86,65.82,0.17,0
3156908,60.26,7.18,1.52,31.04,0,0
3157005,29.86,2.68,0.83,66.6,0.03,0
3157104,20.62,9.44,1.39,68.5,0.05,0
3157203,32.63,10.83,1.27,54.98,0.29,0
3157252,39.91,5.15,0.72,54.11,0.11,0
3157278,48.55,12.68,1.21,37.56,0,0
3157302,51.5,3.46,0.06,44.99,0,0
3157336,53.4,6.29,1.05,39.27,0,0
3157377,35.74,0.81,0,63.45,0,0
3157401,30.11,13.48,2.11,54.15,0.14,0
3157500,26.18,7.62,1.8,64.13,0.27,0
3157609,16.39,19.75,0.38,63.49,0,0
3157658,18.56,6.02,0.15,62.45,12.82,0
3157708,62.61,3.9,0.92,32.57,0,0
3157807,27.08,13.1,1.1,58.53,0.19,0
3157906,46.96,7.77,1.03,44.23,0,0
3158003,25.12,26.02,1.57,47.29,0,0
3158102,26.95,3.23,0.18,69.57,0.06,0
3158201,21.39,7.39,0.83,70.34,0.04,0
3158300,50.54,8.93,0.27,40.21,0.04,0
3158409,62.28,9.79,1.06,26.87,0,0
3158508,27.58,5.75,0.34,66.33,0,0
3158607,42.55,25.1,0.95,31.4,0,0
3158706,45.64,8.67,0,45.69,0,0
3158805,50.89,10.43,1.66,37.02,0,0
3158904,34.9,7.7,0.13,57.28,0,0
3158953,29.83,12.11,2.39,54.78,0.89,0
3159001,29.25,8.24,4.03,58.48,0,0
3159100,44.07,12.12,1.94,41.79,0.07,0
3159209,84.09,4.81,0.32,10.78,0,0
3159308,69.12,8.37,0.54,21.85,0.11,0
3159357,37.03,9.63,1.54,51.71,0.09,0
3159407,51.16,8.79,0,40.05,0,0
3159506,40.15,6.15,0.85,52.85,0,0
3159605,71.82,6.72,0.53,20.87,0.06,0
3159704,47.87,5.85,2.33,43.92,0.03,0
3159803,47.11,5.76,1.61,45.31,0.21,0
3159902,40.07,10.98,1.21,47.56,0.18,0
3160009,61.93,13.19,0.55,24.33,0,0
3160108,31.27,8.95,0.54,59.24,0,0
3160207,10.91,17.42,2.38,69.29,0,0
3160306,21.43,4.12,0.19,74.18,0.09,0
3160405,69.24,5.99,0.31,24.46,0,0
3160454,31.06,7.15,0,61.79,0,0
3160504,32.73,11.22,1.29,54.77,0,0
3160603,15.5,13.74,0.11,70.65,0,0
3160702,52.88,13.95,0.87,32.23,0.08,0
3160801,34.47,10.65,0.35,54.53,0,0
3160900,40.3,10.33,1.02,48.35,0,0
3160959,36.07,3.88,0,60.05,0,0
3161007,33.57,13.48,1.22,51.69,0.05,0
3161056,27.8,7.33,1.28,63.59,0,0
3161106,18.03,12.13,0.27,69.54,0.03,0
3161205,56.08,7.05,0.2,36.67,0,0
3161304,58.11,13.98,1.27,26.64,0,0
3161403,51.08,8.27,1.61,39.04,0,0
3161502,55.72,8.41,0.24,35.64,0,0
3161601,17.85,15.75,2.81,63.59,0,0
3161650,33.6,9.48,0.69,56.23,0,0
3161700,45.71,7.28,1.61,45.3,0.09,0
3161809,58.1,5.96,0.77,34.95,0.22,0
3161908,23.74,13.98,0.46,61.83,0,0
3162005,60.84,4.28,0.92,33.92,0.04,0
3162104,52.24,8.36,1.13,38.15,0.11,0
3162203,75.09,4.76,0,19.97,0.18,0
3162252,21.78,7.24,2,68.98,0,0
3162302,88.14,3.83,0,8.03,0,0
3162401,26.17,5.74,0.95,67.15,0,0
3162450,7.11,2.55,0.22,24.37,65.74,0
3162500,57.3,8.59,0.63,33.43,0.05,0
3162559,36.3,4.38,0.71,58.62,0,0
3162575,30.73,7.02,2,60.25,0,0
3162609,38.19,3.47,0.08,58.12,0.14,0
3162658,19.08,9.52,0.65,70.76,0,0
3162708,32.15,2.04,0.72,65.09,0,0
3162807,22.49,8.24,0.81,68.46,0,0
3162906,57.11,14.33,0.95,27.41,0.2,0
3162922,31.36,11.39,0.7,56.42,0.05,0.09
3162948,71.37,5.23,0.74,22.62,0.05,0
3162955,30.96,10.61,1.09,57.29,0.04,0
3163003,18.85,9.89,0.14,70.85,0.27,0
3163102,48.42,5.07,0.27,46.23,0,0
3163201,68.01,3.72,0.25,27.68,0.34,0
3163300,26.07,6.87,1,65.96,0.1,0
3163409,25.12,17.81,1.62,55.45,0,0
3163508,22.82,6.34,0.9,69.94,0,0
3163607,53.5,9.36,0.29,36.86,0,0
3163706,71.08,6.09,0.18,22.49,0.15,0
3163805,38.17,9.73,0,51.97,0.14,0
3163904,89.54,1.48,0.46,8.52,0,0
3164001,31.16,15.82,1.1,51.92,0,0
3164100,22.79,6.52,0.84,69.86,0,0
3164209,16.77,15.64,0.76,66.82,0,0
3164308,73.6,7.2,0.94,18.26,0,0
3164407,63.11,3.4,0.76,32.74,0,0
3164431,72.26,2.56,0,25.18,0,0
3164472,32.79,2.12,2.55,62.54,0,0
3164506,19.38,2.14,0.16,78.31,0,0
3164605,63.88,2.67,0.54,32.91,0,0
3164704,66.94,4.46,0.44,28.04,0.11,0
3164803,38.56,6.38,2.81,52.24,0,0
3164902,71.46,2.9,0,25.64,0,0
3165008,63.48,8.72,0.25,27.27,0.28,0
3165107,57.11,5.87,0.48,36.46,0.09,0
3165206,59.39,8.36,0.58,31.63,0.05,0
3165305,43.15,17.56,1.48,37.7,0.11,0
3165404,79.41,1.57,0.7,18.32,0,0
3165503,29,5.92,1.5,63.41,0.17,0
3165537,32.75,10.76,1.45,55.04,0,0
3165552,12.68,16.83,1.02,69.47,0,0
3165560,31.74,11.7,0.84,55.72,0,0
3165578,84.73,3.13,1.43,10.72,0,0
3165602,42.06,29.43,0.99,27.52,0,0
3165701,61.57,7.05,0.65,30.73,0,0
3165800,82.72,2.96,0.32,14,0,0
3165909,26.9,10.21,0.55,62.09,0,0.25
3166006,49.25,7.38,0.08,43.29,0,0
3166105,24.92,11.11,0.36,63.62,0,0
3166204,61.23,3.4,1.5,33.88,0,0
3166303,37.04,7.06,0.25,55.55,0.1,0
3166402,69.02,4.02,0,26.96,0,0
3166501,13.3,9.44,0.65,76.61,0,0
3166600,43.56,5.13,0,51.31,0,0
3166709,27.11,9.4,0.97,62.1,0.42,0
3166808,52.49,9.33,1.46,36.73,0,0
3166907,59.88,9.78,0.74,29.55,0.04,0
3166956,32.2,9.05,0.43,58.32,0,0
3167004,63.19,4.31,0.69,31.81,0,0
3167103,14.26,9.14,0.78,75.82,0,0
3167202,32.17,9.29,1.34,57.12,0.07,0
3167301,67.27,8.78,1.07,22.88,0,0
3167400,79.07,4.5,0.58,15.85,0,0
3167509,33.03,27.7,0,39.27,0,0
3167608,39.98,5.3,1.83,52.64,0.25,0
3167707,37.2,6.94,2.36,53.45,0.05,0
3167806,74.62,5.72,0.21,19.39,0.05,0
3167905,64.8,7.62,0.46,27.13,0,0
3168002,35.75,4.26,0.54,59.45,0,0
3168051,41.15,4.82,0,54.04,0,0
3168101,59.29,3.6,0.78,36.15,0.18,0
3168200,56.92,2.26,0.21,40.62,0,0
3168309,28.28,8.83,1.61,61.22,0.06,0
3168408,37.48,5.35,0.24,56.94,0,0
3168507,47.62,15.42,1.27,35.65,0.04,0
3168606,27.28,10.6,1.14,60.78,0.19,0.01
3168705,39.98,13.56,1.58,44.84,0.05,0
3168804,59.04,6.87,1.62,32.25,0.23,0
3168903,72.33,3.79,1.15,22.7,0.03,0
3169000,45.83,11.38,0.88,41.72,0.2,0
3169059,91,1.23,0.17,7.6,0,0
3169109,87.04,0.73,0.33,11.79,0.1,0
3169208,48.76,17.71,0.93,32.35,0.25,0
3169307,47.34,12.7,0.5,39.27,0.19,0
3169356,28.61,5.49,0.12,65.78,0,0
3169406,51.28,11.64,0.56,36.51,0.02,0
3169505,25.08,11.14,2.11,61.53,0.14,0
3169604,51.98,6.48,0.45,41.09,0,0
3169703,37.21,1.99,1.17,59.56,0.07,0
3169802,66.9,1.96,1.47,29.67,0,0
3169901,52.7,10.64,1.24,35.28,0.14,0
3170008,21.69,15.64,1.34,61.34,0,0
3170057,35.75,4.83,0.35,59.06,0,0
3170107,61.8,8.97,0.84,28.26,0.13,0
3170206,54.98,8.47,1.15,35.25,0.16,0
3170305,27.35,8.55,1.3,62.19,0.61,0
3170404,38.43,6.54,1.68,53.16,0.19,0
3170438,48.59,6.65,1.19,43.58,0,0
3170479,23.81,4.79,0.65,70.75,0,0
3170503,22.4,15.14,2.9,59.56,0,0
3170529,15.98,5.81,0.38,77.83,0,0
3170578,35.45,7.93,1.53,55.09,0,0
3170602,61.01,1.26,0.28,37.45,0,0
3170651,37.42,1.99,0.11,60.48,0,0
3170701,57.8,9.19,0.49,32.45,0.07,0
3170750,43.16,5.68,0.58,50.42,0.15,0
3170800,23.14,10.88,1.19,64.79,0,0
3170909,25.46,8.82,0.32,65.38,0.03,0
3171006,39.06,7.05,0.94,52.94,0,0
3171030,16.07,23.28,2.75,57.9,0,0
3171071,28.16,2.75,1.8,67.22,0.06,0
3171105,63.14,12.89,0.47,23.5,0,0
3171154,36.13,2.82,0.7,60.35,0,0
3171204,27.68,13.12,2.36,56.72,0.12,0
3171303,46.57,15.46,0.81,37.02,0.14,0
3171402,54.96,4.46,0.59,40,0,0
3171501,13.79,11.91,1.01,73.29,0,0
3171600,16.17,11.38,1.12,71.33,0,0
3171709,84.36,1.6,0.09,13.96,0,0
3171808,31.61,6.63,0.52,61.24,0,0
3171907,26.61,5.6,0.42,67.37,0,0
3172004,45.88,11.77,0.97,41.31,0.07,0
3172103,36.82,31.89,0.64,30.54,0.11,0
3172202,76.92,2.66,0,20.41,0,0
3200102,54.44,4.96,0.57,39.86,0.17,0
3200136,37.76,4.54,0.17,57.53,0,0
3200169,30.31,4.73,1.27,63.64,0.04,0
3200201,48.69,10.76,0.59,39.8,0.16,0
3200300,68.11,3.39,0.17,28.12,0.2,0
3200359,33.62,5.48,0.54,60.37,0,0
3200409,40.83,7.82,0.67,50.2,0.48,0
3200508,50.65,14.88,0.74,33.73,0,0
3200607,33.6,5.76,0.4,56,4.24,0
3200706,44.4,9.2,0.75,45.59,0.06,0
3200805,41.16,7.35,0.41,50.74,0.17,0.18
3200904,33.48,5.85,0.24,60.41,0.02,0
3201001,31.65,6.78,0.5,61.06,0,0
3201100,50.71,14.15,0.46,34.64,0.04,0
3201159,43.13,5.39,1.18,49.91,0.39,0
3201209,48.89,9.91,0.49,40.68,0.03,0
3201308,32.13,9.53,0.74,57.45,0.15,0
3201407,63.02,6.99,0.12,29.8,0.07,0
3201506,45.84,5.7,0.38,48.01,0.08,0
3201605,23.08,17.68,1.03,57.86,0.35,0
3201704,52.64,9.91,1.04,36.34,0.08,0
3201803,63.7,10.07,0.26,25.88,0.09,0
3201902,72.54,2.33,0.81,24.29,0.04,0
3202009,65.23,10.69,0.09,23.89,0.1,0
3202108,22.18,7.02,0.85,69.96,0,0
3202207,38.4,7.59,0.31,53.6,0.11,0
3202256,47.32,5.04,0.42,47.22,0,0
3202306,55.05,10.72,0.41,33.79,0.03,0
3202405,41.86,8.36,0.56,48.93,0.29,0
3202454,55.19,3.84,0.41,40.4,0.16,0
3202504,42.46,6.5,0.25,50.79,0,0
3202553,56.72,7.46,0.37,35.45,0,0
3202603,69.69,2.76,0.3,27.25,0,0
3202652,58.92,4.34,0.64,36.1,0,0
3202702,53.8,5.66,0.24,40.18,0.13,0
3202801,47.92,5.51,0.78,45.76,0.03,0
3202900,64.66,4.01,0.14,30.97,0.22,0
3203007,53.31,5.35,0.95,40.26,0.13,0
3203056,34.19,13.72,0.6,51.29,0.2,0
3203106,50.55,10.83,0.71,37.9,0,0
3203130,47.84,6.48,0.63,45,0.06,0
3203163,73.08,3.5,0.05,23.33,0.04,0
3203205,35.77,8.58,0.78,54.64,0.22,0
3203304,28.08,6.04,0.83,65.02,0.04,0
3203320,60.52,3.83,0.26,35.31,0.08,0
3203346,58.53,7.39,0.58,33.44,0.06,0
3203353,58.42,3.43,0.12,37.95,0.08,0
3203403,44.96,8.52,0.93,45.27,0.32,0
3203502,28.02,6.62,0.26,64.95,0.15,0
3203601,23.36,5.08,0.78,70.78,0,0
3203700,54.44,5.32,0.33,39.88,0.04,0
3203809,47.29,10.61,0.91,41.18,0,0
3203908,43,5.98,0.17,50.8,0.05,0
3204005,40.46,6.54,0.34,52.61,0.05,0
3204054,24.19,11.35,1.4,62.8,0.11,0.14
3204104,24.51,8.29,0.95,66.2,0.04,0
3204203,49.43,5.53,0.34,44.58,0.12,0
3204252,21.68,4.78,1,72.31,0.22,0
3204302,35.38,11.01,0.57,53.04,0,0
3204351,52.6,4.47,0.23,42.58,0.13,0
3204401,56.87,2.58,0,40.56,0,0
3204500,61.75,3.59,0.04,34.53,0.08,0
3204559,81.45,1.82,0.8,15.82,0.11,0
3204609,66.91,4.29,0.09,28.7,0,0
3204658,49.06,7.38,0.14,43.39,0.03,0
3204708,46.39,3.6,0.06,49.77,0.18,0
3204807,49.44,14.8,0.32,35.25,0.19,0
3204906,28.17,13.61,0.83,57.29,0.09,0
3204955,66.38,4.27,0.08,29.27,0,0
3205002,31.01,10.33,0.86,57.49,0.31,0
3205010,27.6,9.76,1.16,61.43,0.05,0
3205036,52.72,8.78,0.64,37.67,0.19,0
3205069,63.73,4.08,0.39,31.75,0.05,0
3205101,29.61,8.85,0.4,60.88,0.26,0
3205150,55.35,2.7,0.56,41.39,0,0
3205176,49.1,4.27,0.78,45.72,0.12,0
3205200,43.73,8.17,0.74,47.15,0.22,0
3205309,48.25,9.05,0.63,41.7,0.37,0
3300100,52.18,7.24,1.01,39.15,0.28,0.14
3300159,68.57,6.53,0.23,24.67,0,0
3300209,44.58,13.53,0.4,41.31,0.15,0.02
3300225,49.35,12.91,0.28,37.46,0,0
3300233,53.26,9.42,0.81,36.51,0,0
3300258,56.11,7.45,0.12,35.81,0.5,0
3300308,41.97,18.81,0.99,38.19,0.05,0
3300407,51.01,12.11,0.43,36.4,0.04,0
3300456,31.03,14.34,0.99,53.53,0.09,0.02
3300506,68.31,10.47,2.79,18.36,0.04,0.04
3300605,54.79,11.25,0.29,33.62,0.05,0
3300704,47.71,12.76,0.6,38.75,0.16,0.03
3300803,41.6,9.52,1.01,47.74,0.12,0
3300902,57.49,12.23,0.15,30.13,0,0
3300936,37.61,9.48,0.87,51.93,0.1,0
3300951,37.44,18.93,1.24,42.29,0.1,0
3301009,47.73,14.5,0.59,37.08,0.05,0.04
3301108,48.8,18.83,1.42,30.9,0.05,0
3301157,58.35,9.54,2,30.07,0.04,0
3301207,48.14,20.2,0.73,30.8,0.14,0
3301306,48.43,11.98,0.31,39.21,0.08,0
3301405,41.88,12.79,1.2,44.08,0.05,0
3301504,55.78,20.67,0.51,22.99,0.05,0
3301603,56.09,16.78,0.44,26.63,0.05,0
3301702,35.33,14.49,1.15,48.93,0.1,0
3301801,48.75,9.84,0.85,40.32,0.25,0
3301850,38.84,15.37,0.6,45.17,0.02,0
3301876,51.81,9.66,0.52,37.89,0.11,0
3301900,35.7,12.05,0.62,51.54,0.09,0
3302007,38.79,9.36,1,50.79,0.06,0
3302056,57.33,7.16,1.33,34.08,0.1,0
3302106,66.3,10.75,0.26,22.69,0,0
3302205,47.96,13.43,1.3,37.2,0.08,0.03
3302254,49.81,9.28,1,39.85,0.06,0
3302270,27.49,16.74,1.88,53.76,0.12,0
3302304,37.06,19.89,0.75,42.29,0,0
3302403,41.76,12.7,0.85,44.56,0.13,0
3302452,49.46,24.33,0.54,25.67,0,0
3302502,35.76,14.5,1.33,48.3,0.08,0.02
3302601,43.63,7.65,0.87,47.81,0.04,0
3302700,55.48,7.48,0.37,36.61,0.07,0
3302809,47.8,14.01,0.8,37.35,0.03,0
3302858,35.85,14.77,1.08,48.13,0.13,0.04
3302908,49.28,11.02,0.26,39.26,0.18,0
3303005,40.06,20.86,1.04,37.87,0.16,0
3303104,45.51,11.66,0.79,42,0.04,0
3303203,42.71,13.43,0.43,43.34,0.09,0
3303302,63.1,9.33,0.58,26.79,0.16,0.04
3303401,72.53,8.68,0.45,18.24,0.1,0
3303500,36.37,13.59,0.93,49.02,0.1,0
3303609,44.49,12.68,1.28,41.51,0.04,0
3303708,45.47,15.63,0.12,38.78,0,0
3303807,49.21,7.19,0.82,42.12,0.66,0
3303856,44.56,11.19,0.84,43.33,0.07,0
3303906,63.38,10.74,0.33,25.45,0.1,0
3303955,46.25,15.28,1.18,37.06,0.24,0
3304003,46.31,15.26,0.74,37.69,0,0
3304102,41.01,14.69,0.76,43.54,0,0
3304110,41.22,15.38,0.8,42.47,0.14,0
3304128,46.96,13.44,1.14,38.26,0.2,0
3304144,33.29,16.68,1.95,48.03,0.06,0
3304151,33.35,10.7,1.13,54.8,0.02,0
3304201,52.15,11.05,0.61,36.04,0.1,0.04
3304300,42.62,11.84,0.69,44.77,0.08,0
3304409,58.85,8.95,0.61,31.59,0,0
3304508,42.16,22.53,0.69,34.62,0,0
3304524,51.63,8.96,0.54,38.77,0.1,0
3304557,51.26,11.2,0.73,36.69,0.09,0.03
3304607,45.77,14.75,0.35,39.13,0,0
3304706,56.02,14.58,0.6,28.77,0.02,0
3304755,48.96,7.86,0.25,42.88,0.05,0
3304805,61.22,9.79,0.58,28.41,0,0
3304904,43.48,11.92,0.45,44.04,0.07,0.04
3305000,63.45,4.85,0.27,31.34,0.08,0
3305109,35.16,15.67,1.04,48.01,0.1,0.03
3305133,45.35,8.55,0.89,45.21,0,0
3305158,71.34,5.99,0.12,22.36,0.19,0
3305208,47.06,11.95,0.72,40.16,0.11,0
3305307,46.34,19.94,0.07,33.44,0,0.21
3305406,53.56,14.87,0.64,30.93,0,0
3305505,50.85,11.1,0.56,37.41,0.08,0
3305554,40.23,10.89,1.25,47.35,0.28,0
3305604,34.87,12.2,0.95,51.8,0.18,0
3305703,68.33,10.93,0.43,20.23,0.07,0
3305752,33.28,12.46,0.96,53.3,0,0
3305802,64.24,8.54,0.47,26.71,0.05,0
3305901,53.69,13.31,1.56,31.44,0,0
3306008,43.82,18.05,1.17,36.89,0,0.06
3306107,49.74,15,0.45,34.73,0.07,0
3306156,62.81,10.56,0.35,26.28,0,0
3306206,44.8,15.91,1.3,37.84,0.13,0
3306305,52.48,12.74,0.74,33.96,0.08,0
3500105,74.03,2.23,2.12,21.58,0.04,0
3500204,84.16,1.41,0.09,14.34,0,0
3500303,66.4,6.59,0.63,26.29,0.1,0
3500402,75.17,4.56,0.37,19.83,0.07,0
3500501,84.52,2.9,0.62,11.86,0.1,0
3500550,74.02,2.24,0.65,23.04,0.04,0
3500600,86.01,1.5,0.96,11.53,0,0
3500709,65.47,3.83,0.68,29.98,0.04,0
3500758,71.85,1.68,0.57,25.9,0,0
3500808,64.38,3.28,6.28,26.05,0,0
3500907,51.85,6.06,0.45,41.63,0,0
3501004,68.85,5.09,0.56,25.42,0.09,0
3501103,70.96,1.65,0.72,26.49,0.17,0
3501152,57.14,6.07,0.63,36.04,0.13,0
3501202,76.59,1.49,0.93,20.98,0,0
3501301,56.48,5.25,3.59,34.45,0.22,0
3501400,44.11,10.62,0.21,45.06,0,0
3501509,54.84,9.49,0.52,35.15,0,0
3501608,78.14,2.8,0.88,17.99,0.07,0.11
3501707,54.61,5.3,0.38,39.71,0,0
3501806,81.09,1.5,0.72,16.69,0,0
3501905,77.87,4.47,0.27,17.31,0.05,0.03
3502002,70.8,5.43,0.46,23.01,0.29,0
3502101,58.27,4.24,2.34,35.13,0.02,0
3502200,81.03,1.43,0.28,17.12,0.15,0
3502309,72.32,4.11,0.61,22.8,0.16,0
3502408,62.68,2.59,0.89,33.65,0.2,0
3502507,69.22,5.04,0.43,25.28,0.03,0
3502606,73.02,1.43,0.77,24.73,0.07,0
3502705,45.7,3.3,0.53,50.47,0,0
3502754,57.04,5.61,0.74,36.52,0.08,0
3502804,64.76,4.79,2.31,28.06,0.09,0
3502903,74.9,2.99,2.08,19.97,0.07,0
3503000,55.36,7.41,0.8,36.37,0.07,0
3503109,62.6,4.83,0.32,32.19,0.05,0
3503158,57.69,9.09,0,33.22,0,0
3503208,71.84,5.71,1.02,21.33,0.1,0
3503307,71.91,4.57,0.44,22.98,0.07,0.04
3503356,52.96,2.59,1.15,33.98,9.32,0
3503406,75.75,3.21,0.82,19.86,0.12,0.23
3503505,50.68,5.61,0.29,43.42,0,0
3503604,58.15,3.91,0.81,37.04,0.1,0
3503703,73.19,3.09,0.31,23.31,0.1,0
3503802,63.92,3.24,0.81,31.96,0.08,0
3503901,54.95,4.77,2.1,38.03,0.15,0
3503950,67.32,3.59,0.91,28.18,0,0
3504008,75.1,3.57,0.62,20.58,0.13,0
3504107,70.95,3.41,2.77,22.74,0.13,0
3504206,74.33,2.52,0.8,22.31,0.04,0
3504305,60.52,2.23,0.76,25.44,11.05,0
3504404,54.31,4.89,0.41,40.39,0,0
3504503,74.03,4.2,1.21,20.54,0.02,0
3504602,75.64,3.05,0.89,20.35,0.07,0
3504701,45.77,8.65,0.42,41.27,0.09,3.8
3504800,79.05,3.52,0.23,16.92,0.29,0
3504909,52.4,9.66,0.22,37.68,0.04,0
3505005,75.86,1.33,0.47,19.04,3.3,0
3505104,53.76,6.67,0.37,39.17,0.03,0
3505203,78.61,3.56,0.21,17.33,0.29,0
3505302,74.28,3.75,0.56,21.38,0.03,0
3505351,42.06,3.82,1.75,52.36,0,0
3505401,38.14,4.77,0.39,56.46,0.24,0
3505500,64.19,7.39,1.04,27.34,0.05,0
3505609,43.19,7.74,0.77,48.23,0.06,0
3505708,52.72,6.17,1.08,39.93,0.08,0.02
3505807,46.23,2.73,11.47,39.5,0.07,0
3505906,73.44,4.23,0.48,21.81,0.04,0
3506003,70.27,4.85,1.65,23.05,0.17,0
3506102,70.61,5.29,0.49,23.54,0.06,0
3506201,47.94,8.07,0.37,43.62,0,0
3506300,81.35,2.64,0.23,15.78,0,0
3506359,46.99,6.85,1.12,44.06,0.76,0.21
3506409,71.41,2.78,2.25,23.56,0,0
3506508,70.52,2.36,1.12,25.91,0.09,0
3506607,63.23,4.05,5.03,27.11,0.58,0
3506706,60.22,3.68,0.28,35.82,0,0
3506805,74.65,5.06,0.33,19.82,0.14,0
3506904,71.72,2.71,0.17,25.4,0,0
3507001,70.35,3.71,0.6,25.28,0.05,0
3507100,74.19,2.5,1.82,21.47,0.02,0
3507159,61.35,2.46,0,36.19,0,0
3507209,53.02,6.27,0.81,39.9,0,0
3507308,73.72,4.72,0.37,21.19,0,0
3507407,77.58,2.67,0.48,19.07,0.2,0
3507456,61.38,4.33,1.06,32.93,0.3,0
3507506,77.45,3.33,0.63,18.5,0.1,0
3507605,77.75,3.31,1.37,17.42,0.14,0
3507704,60.57,3.09,0.36,32.69,3.28,0
3507753,48.29,3.73,2.71,45.09,0.18,0
3507803,73.58,4.39,0.1,21.72,0.21,0
3507902,70.63,3.91,0.4,24.97,0.09,0
3508009,74.93,1.91,0.34,22.79,0.02,0
3508108,68.7,3.66,1,26.56,0.07,0
3508207,71.16,4.37,0.52,23.95,0,0
3508306,69.35,2.79,0.92,26.71,0,0.22
3508405,58.7,5.2,1.03,34.61,0.12,0.34
3508504,71.35,3.72,0.57,24.29,0.07,0
3508603,67.97,5.9,0,26.1,0.03,0
3508702,69.31,5.44,0.33,24.77,0.15,0
3508801,64.4,3.37,2.24,29.98,0,0
3508900,53.04,4.34,1.74,40.88,0,0
3509007,59.65,5.57,0.36,34.19,0.23,0
3509106,48.79,6.98,0.64,43.59,0,0
3509205,53.63,5.76,0.54,40.05,0.02,0
3509254,51.19,2.98,0.73,44.98,0.12,0
